threshold_meV_per_atom,metric,coordinate_endpoint,regret_min_ci_low_95,regret_min_median,regret_min_ci_high_95,regret_max_ci_low_95,regret_max_median,regret_max_ci_high_95,positive_regret_frequency,bootstrap_replicates
25,expected_stable_hits_at_1000,alexmp20_source_coordinate,0.0,0.0,7.024999999999977,0.0,0.0,8.0,0.355,1000
25,expected_stable_hits_at_1000,mp_matched_pool_coordinate,0.0,1.0,5.0,0.0,1.0,5.0,0.682,1000
25,expected_stable_hits_at_1000,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_300,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_300,alex_pbe_source_coordinate,0.0,0.0,6.0,0.0,0.0,8.0,0.286,1000
25,expected_stable_hits_at_300,alexmp20_source_coordinate,0.0,0.0,6.0,0.0,0.0,8.024999999999977,0.352,1000
25,expected_stable_hits_at_300,mp_matched_pool_coordinate,0.0,0.0,3.0,0.0,0.0,3.0,0.413,1000
25,expected_stable_hits_at_300,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_500,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_500,alex_pbe_source_coordinate,0.0,0.0,10.0,0.0,0.0,12.0,0.274,1000
25,expected_stable_hits_at_500,alexmp20_source_coordinate,0.0,0.0,6.0,0.0,0.0,7.0,0.328,1000
25,expected_stable_hits_at_500,mp_matched_pool_coordinate,0.0,0.0,2.0249999999999773,0.0,0.0,3.0,0.206,1000
25,expected_stable_hits_at_500,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_5000,alex_pbe_matched_pool_coordinate,0.0,0.0,5.0,0.0,0.0,5.0,0.128,1000
25,expected_stable_hits_at_5000,alex_pbe_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_5000,alexmp20_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,expected_stable_hits_at_5000,mp_matched_pool_coordinate,0.0,7.5,26.0,0.0,7.5,26.0,0.805,1000
25,expected_stable_hits_at_5000,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,normalized_ap,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,normalized_ap,alex_pbe_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,normalized_ap,alexmp20_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,normalized_ap,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
25,normalized_ap,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,ap,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,ap,alex_pbe_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,ap,alexmp20_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,ap,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,ap,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,auroc,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,auroc,alex_pbe_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,auroc,alexmp20_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,auroc,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,auroc,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_100,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_100,alex_pbe_source_coordinate,0.0,0.0,3.0,0.0,0.0,5.0,0.499,1000
50,expected_stable_hits_at_100,alexmp20_source_coordinate,0.0,0.0,3.0,0.0,1.0,6.0,0.546,1000
50,expected_stable_hits_at_100,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_100,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_1000,alex_pbe_matched_pool_coordinate,0.0,0.0,4.0,0.0,1.0,5.0,0.574,1000
50,expected_stable_hits_at_1000,alex_pbe_source_coordinate,0.0,0.0,5.0,0.0,0.0,6.0,0.318,1000
50,expected_stable_hits_at_1000,alexmp20_source_coordinate,0.0,0.0,7.0,0.0,0.0,8.0,0.39,1000
50,expected_stable_hits_at_1000,mp_matched_pool_coordinate,0.0,1.0,5.0,0.0,1.0,5.0,0.63,1000
50,expected_stable_hits_at_1000,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_300,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_300,alex_pbe_source_coordinate,0.0,0.0,3.0,0.0,0.0,5.0,0.201,1000
50,expected_stable_hits_at_300,alexmp20_source_coordinate,0.0,0.0,5.0,0.0,0.0,6.0,0.274,1000
50,expected_stable_hits_at_300,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_300,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_500,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_500,alex_pbe_source_coordinate,0.0,0.0,12.0,0.0,2.0,14.0,0.592,1000
50,expected_stable_hits_at_500,alexmp20_source_coordinate,0.0,0.0,5.0,0.0,1.0,6.0,0.53,1000
50,expected_stable_hits_at_500,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.013,1000
50,expected_stable_hits_at_500,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,expected_stable_hits_at_5000,alex_pbe_matched_pool_coordinate,0.0,0.0,6.0,0.0,0.0,7.0,0.323,1000
50,expected_stable_hits_at_5000,alex_pbe_source_coordinate,0.0,0.0,47.049999999999955,0.0,0.0,54.0,0.055,1000
50,expected_stable_hits_at_5000,alexmp20_source_coordinate,0.0,0.0,41.0,0.0,0.0,47.02499999999998,0.055,1000
50,expected_stable_hits_at_5000,mp_matched_pool_coordinate,0.0,9.0,23.0,0.0,10.0,25.0,0.913,1000
50,expected_stable_hits_at_5000,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,normalized_ap,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,normalized_ap,alex_pbe_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,normalized_ap,alexmp20_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,normalized_ap,mp_matched_pool_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
50,normalized_ap,mp_source_coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
