row_id,mp_id,mattergen_id,official_alexandria_id,jarvis_id,formula,reduced_formula,chemical_system,structure_hash,match_status,duplicate_status,multiple_match_status,has_mp,has_alexmp20,has_alex_pbe,has_jarvis,in_d0_formula,in_d1_mp_alexmp20_exact,in_d2_triple_single_match,in_d3_jarvis_overlap,in_d4_source_union_pool,in_d5_model_complete,jarvis_match_count
SAS36K-00048,mp-1002574,,agm003274056,,KMnO2,KMnO2,K-Mn-O,3af3af0855155f3076eee2ecbcb043522b1574f681dfd5cae313a9343503714b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00049,mp-10026,,agm003273183,JVASP-15848,ScTe,ScTe,Sc-Te,0d9a45fe798174682ab0bd6bd12fe222808ccd30003f45ecc0e1a0a68a641af6,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00050,mp-10032,,agm003202953,JVASP-15851,Ge2Os,Ge2Os,Ge-Os,913b38c92bcc30b9305d9df9f7764b0e9785c4a6ff8dd6bd8a3b28ed0099af32,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00051,mp-10033,,agm003278037,JVASP-15852;JVASP-66,NbS2,NbS2,Nb-S,4d63830219afaf92650230db28d33975880fa1c702499881abbe7990cc581eeb,jarvis_exact_structure_overlap,multiple_match,multiple_match,True,True,True,True,True,True,True,True,False,False,2.0
SAS36K-00052,mp-1003311,,agm003258263,,CaMn2O4,CaMn2O4,Ca-Mn-O,73e1461c5897ac5a44a07fae7ebf998e2d5a75a65a4bd7a08c0059f3d84e6549,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00053,mp-1003312,,agm003213326,,KMn4O8,KMn4O8,K-Mn-O,7b8bc71e8b24c37a16609dca48f822ca6e78fedc44053a7aa6bb118078108106,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00054,mp-1003313,,agm003281431,,Li2Mn3O6,Li2Mn3O6,Li-Mn-O,230e9eafb6ad7b0c5b2187bab02aed7c4a0a7c7020221cf0d82d6dfc6ef64536,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00055,mp-1003314,,agm003258403,,KMn2O4,KMn2O4,K-Mn-O,14ca9b6092093ee5bb3346eefa21493268af7e69786587e6401de492fc7387dc,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00056,mp-1003316,,agm003213327,,KMn4O8,KMn4O8,K-Mn-O,c557d47f785049f1788cbbe742d48f5e89b36d2abfaba3e7d11fb8769f4cf007,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00057,mp-1003317,,agm003204619,,Mn3HO6,Mn3HO6,H-Mn-O,a59b46a34a57319d797d48be2b1d3da236e425ee52f3c0b2bc964f041bf6a5ca,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00058,mp-1003322,,agm003274034,JVASP-91864,CaMnO2,CaMnO2,Ca-Mn-O,0ed1cb2fbcc86456f5678d94236c343d1d45b4cd307e7fb7300bf60299e57574,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00059,mp-1003402,,agm003274033,JVASP-79151,CaMnO2,CaMnO2,Ca-Mn-O,e63dce66b2dae480d3be9447e54e9c48c4f56c95d0500c764e98313ad9c12049,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00060,mp-1003483,,agm003212889,,CaMn4O8,CaMn4O8,Ca-Mn-O,01a30aad05241b598a6c9c9d80677b7c16599bd142f5b9a737c1d155b34902b4,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00061,mp-1003486,,agm005265128,,CaMnO2,CaMnO2,Ca-Mn-O,b4f04b01cc331d9eade7f7f611dca8378acc569b5301e6ac5ead177c147348f4,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00062,mp-10036,,agm003194800,JVASP-15853,Ce3AlC,Ce3AlC,Al-C-Ce,48b2bde6b970eb9100215e5b9e40324ed4d9dc10535631b998a0389c735c5c63,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00063,mp-1003637,,agm003204891,,LiMn3O6,LiMn3O6,Li-Mn-O,d88b283d465f2e1952b34d2719e852478422a2347efe1f05e4bb3fdd249281ab,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00064,mp-10037,,agm002431527,JVASP-15854,AlCo3C,AlCo3C,Al-C-Co,58d72e0367d79112c4ca58efcf535613b125813284c8e253571fd6e9b13aa698,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00065,mp-1003769,,agm003217035,,Li3Mn4O8,Li3Mn4O8,Li-Mn-O,1f98e9cb1e9d2ca65bc92356a49330836b617808e363b64375d2b006ac37c806,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00066,mp-1003856,,agm003217573,,MgMnO2,MgMnO2,Mg-Mn-O,fc687034ab4df4f30995b6f72f1676ded82e144a60ec1717b92ee4ab583f0b9b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00067,mp-10039,,agm003194041,JVASP-15856,Pr3AlC,Pr3AlC,Al-C-Pr,4b1f24f555253addcf6815a2d19e51ee4bd39cfe8693e29f333d4816ba7acad0,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00068,mp-1004373,,agm005283870,,LiMnO2,LiMnO2,Li-Mn-O,f93f01010a4d6fb28fca4847422211de140129367c73d4e44fb7673414802b18,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00069,mp-10044,,agm003283723,JVASP-133719;JVASP-7630,BAs,BAs,As-B,2e07f3db5eaf6a7d2f65bcf2e4bdc51bf70fc6cf3f185c737c9d815b1fa4c193,jarvis_exact_structure_overlap,multiple_match,multiple_match,True,True,True,True,True,True,True,True,False,False,2.0
SAS36K-00070,mp-10045,,agm003220578,JVASP-58235,Ba5As3,Ba5As3,As-Ba,081c2655915620be5f70cd402421d24893d9253f603cbccc4a679ece6f63739b,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00071,mp-1004525,,agm003212871,JVASP-36044,SmB12,SmB12,B-Sm,1c5a70f6c3cc2e41088117bbe9a985b1665f32cb820d97fdc68f01296c8fd90b,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00072,mp-10046,,agm003263937,JVASP-15859,V2AsC,V2AsC,As-C-V,7316110cc5604b1303fd1e7c8de5b6481edccf75bc0fb4cba2f59f4985b73e95,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00073,mp-10047,,agm003219209,JVASP-21566,Ca5As3,Ca5As3,As-Ca,894db269aa16a4c1cdb54ef32154e177ea2d8d8d91c5cf184045cb3005d0ca41,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00074,mp-1004753,,agm003213124,,PrB12,PrB12,B-Pr,20f15868b23ca132f11fc974db5b645c5b8af83958c468cd50a4358d8fe8c33a,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00075,mp-1004756,,agm003213125,,NdB12,NdB12,B-Nd,e28fa71610a51f0d20b3154e9f6a66c68cbf47017eea04788ef1013b4e544afb,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00076,mp-1004758,,agm003208202,,Mn3(HO3)2,Mn3(HO3)2,H-Mn-O,c5537d627ec9f4b054d80e7f31e1afb828920968cff9e26f777f067af23f4f20,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00077,mp-10049,,agm003267794,JVASP-63499;JVASP-63643,MnAsRu,MnAsRu,As-Mn-Ru,cea63e536077fb325cbb958ddfd57ad285c64094ec85b064205acc4597e0e04f,jarvis_exact_structure_overlap,multiple_match,multiple_match,True,True,True,True,True,True,True,True,False,False,2.0
SAS36K-00078,mp-10051,,agm003283677,JVASP-78275,TeAs,TeAs,As-Te,d37ef29b0b2b776c7e17dde97b5b44454f73f48763d5eac5c9f143d623f0844e,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00079,mp-10052,,agm003294055,JVASP-15863,TiAs,TiAs,As-Ti,9547fa15966568643139ce17cc1b132c598c3e4c0f6eb1c5c599db0bb2a174d5,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00080,mp-10054,,agm003157703,JVASP-15864,ZrAs,ZrAs,As-Zr,d36c2628ae81a04be5caa1e4c36b2963bb9e953419e566a6d9a74b4892536c38,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00081,mp-10055,,agm003257652,,Co2B4Mo,Co2B4Mo,B-Co-Mo,21f27820c10daa71f514595d65774c2f2db348e86bd0fbb24ea23281cd849ece,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00082,mp-1005689,,agm003223066,JVASP-36051,Sm6GaCo2,Sm6GaCo2,Co-Ga-Sm,24a9d407ded64feb4b4f9cb3d734bdf7ff5051e88a29e79f24b613f9df9f3149,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00083,mp-1005693,,agm003162301,JVASP-36053,Sm2InHg,Sm2InHg,Hg-In-Sm,edd986bc3f616e4d1d02b76e1f78dcd2358d87f77e9bc4ae78765db868baea39,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00084,mp-10057,,agm002199878,JVASP-21567,VCoB3,VCoB3,B-Co-V,f6cacae2b44b2c126dfe31d1890d8b51e37b613d17950dc8f8881b02b47857d2,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00085,mp-1005752,,agm003263755,JVASP-36056,Sm3In,Sm3In,In-Sm,c60b2cec6836895240555944b8ce19bbb83dea38ae27299e3c7f08fafda4f026,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00086,mp-1005753,,agm003221550,,Sm2AlGe6,Sm2AlGe6,Al-Ge-Sm,f1468d5b7d255ac0d390e38b1a952e878cde2162e5267612e3be90e2781e92c9,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00087,mp-1005755,,agm003219545,,SmGe2Pt,SmGe2Pt,Ge-Pt-Sm,385f3b0e08c71828272a52a478f5d1a21c758ac87d3053d56ec9591234228b9e,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00088,mp-1005761,,agm003260831,,SmGd3,SmGd3,Gd-Sm,71f8eb17aca94f92972f840f392f7bc5350d8fbdca3f154c11a27f2441195a87,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00089,mp-10058,,agm003202465,JVASP-13846;JVASP-149334,YbCo3B2,YbCo3B2,B-Co-Yb,3a4a4717d27fa3c53cf602960cae7077f387827837234a88553f21ccaf52bd2f,jarvis_exact_structure_overlap,multiple_match,multiple_match,True,True,True,True,True,True,True,True,False,False,2.0
SAS36K-00090,mp-1005831,,agm003226539,,Tb2Co3Ge5,Tb2Co3Ge5,Co-Ge-Tb,36b514398a952753c7cb1c184fc2d8e2902e2a0171ad0c95e08c7ff1a183e849,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00091,mp-1005895,,agm003260832,,Sm3Gd,Sm3Gd,Gd-Sm,06a905852eb9f0bc257866ba8853b187052ce4ba0e00eab3c2bf90df84cb56a4,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00092,mp-1006057,,agm003162369,,LaPrIn2,LaPrIn2,In-La-Pr,7e2d93614792917adad0b9d700566d7b55c4857a0af3fe24876cd0a92b8f1ee5,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00093,mp-1006068,,agm003162601,,Gd2AgRh,Gd2AgRh,Ag-Gd-Rh,44d1c7c5fe2051c74d04cdd496117844a19689de36e637ebbc28180e62f579a3,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00094,mp-1006118,,agm005525977,JVASP-32143,P2S7,P2S7,P-S,5a4ed31bd3ac7a1b53a5a438c9cdfbe51dada9d945cd0240b2a56629f79f65a2,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00095,mp-1006132,,agm002280832,JVASP-36078,Hf3Pb,Hf3Pb,Hf-Pb,fb5334db9895213ed362be0bf43d3c8b3df3b96e2f12d4cd5b5d2ae33236d20b,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-00096,mp-1006146,,agm003194608,,Eu(MgBi)2,Eu(MgBi)2,Bi-Eu-Mg,b2276dc68129d330ac95724cf1346abed9947b209f8fe093528e24621e8509c5,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-00097,mp-1006223,,agm005222588,,GdB12,GdB12,B-Gd,b099da96ce93a2f3b9a62ead03b3a06109bde18797b9a15e8a39337c3450890b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
