model,model_version,score_source,score_kind,label_view,n,positive_rate,auroc,auprc,balanced_accuracy,f1,precision_threshold_matched,recall_threshold_matched,model_complete_denominator_n
M3GNet,matgl.load_model('M3GNet-PES-MatPES-PBE-2025.2'),M3GNet_sourceaware_model_score,real_model_proxy_score,mp_native,36801,0.40852150756772915,0.4806665419120528,0.3982855415904904,0.4706086687115887,0.3737528269256352,0.3737528269256352,0.3737528269256352,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,alex_pbe_common_pool,36801,0.5437623977609304,0.49782486815098625,0.5449425323952938,0.48405056641122546,0.5292089350857029,0.5292089350857029,0.5292089350857029,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,alex_pbe_native,36801,0.33086057444091194,0.4990342522862651,0.32858827465358625,0.4883056324499556,0.31521024967148487,0.31521024967148487,0.31521024967148487,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,alexmp20_native,36801,0.36140322273851255,0.49645415984538177,0.35922800426466395,0.4853024283401154,0.3426315789473684,0.3426315789473684,0.3426315789473684,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,all_source_native,29915,0.33849239511950524,0.4946128151105361,0.33690573522403267,0.48286358670383767,0.31582065968793205,0.31582065968793205,0.31582065968793205,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,audit_view,36801,0.2577919078285916,0.5061237882519474,0.26115154888040665,0.4978930232442187,0.25466427743227577,0.25466427743227577,0.25466427743227577,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,common_pool,31872,0.5172565261044176,0.4955174004314135,0.5182962046888805,0.47955074920365015,0.49751304136843383,0.49751304136843383,0.49751304136843383,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,consensus,24614,0.3854310554968717,0.4975649371633023,0.38636990805521054,0.481083301815752,0.36217982502371665,0.36217982502371665,0.36217982502371665,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,consensus_stable,24614,0.3854310554968717,0.4975649371633023,0.38636990805521054,0.481083301815752,0.36217982502371665,0.36217982502371665,0.36217982502371665,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,mp_common_pool,36769,0.4859800375316163,0.49488474319718373,0.4869154345190473,0.4825815732427742,0.4680731993956013,0.4680731993956013,0.4680731993956013,36801
MACE-MP,mace.calculators.mace_mp(model='small'),MACE-MP_sourceaware_model_score,real_model_proxy_score,mp_native,36801,0.40852150756772915,0.4871635028839151,0.405154105837503,0.475388091245791,0.37940667819608886,0.37940667819608886,0.37940667819608886,36801
