material_id,model,score_status,score
mp-1008506,ALIGNN-FF,scored,-1.9506070613861084
mp-1008506,CHGNet,scored,-3.8588948249816895
mp-1008506,MACE-MP,scored,-3.845552921295166
mp-1008511,ALIGNN-FF,scored,0.2215977907180786
mp-1008511,CHGNet,scored,-3.5498921871185303
mp-1008511,MACE-MP,scored,-3.499256134033203
mp-1008528,ALIGNN-FF,scored,-4.865194320678711
mp-1008528,CHGNet,scored,-6.0580363273620605
mp-1008528,MACE-MP,scored,-6.063009738922119
mp-1008530,ALIGNN-FF,scored,-4.645211219787598
mp-1008530,CHGNet,scored,-7.462578296661377
mp-1008530,MACE-MP,scored,-7.5091962814331055
mp-1008555,ALIGNN-FF,scored,-0.365759789943695
mp-1008555,CHGNet,scored,-4.201833724975586
mp-1008555,MACE-MP,scored,-4.191943168640137
mp-1008556,ALIGNN-FF,scored,-4.870100021362305
mp-1008556,CHGNet,scored,-6.939148902893066
mp-1008556,MACE-MP,scored,-6.785223960876465
mp-1008559,ALIGNN-FF,scored,-5.111260414123535
mp-1008559,CHGNet,scored,-6.346925735473633
mp-1008559,MACE-MP,scored,-6.443594455718994
mp-1008561,ALIGNN-FF,scored,-2.078440427780152
mp-1008561,CHGNet,scored,-4.489389896392822
mp-1008561,MACE-MP,scored,-4.295210838317871
mp-1008568,ALIGNN-FF,scored,-5.218204498291016
mp-1008568,CHGNet,scored,-8.044700622558594
mp-1008568,MACE-MP,scored,-8.022040685017904
mp-10086,ALIGNN-FF,scored,-5.276674906412761
mp-10086,CHGNet,scored,-7.454133987426758
mp-10086,MACE-MP,scored,-7.136611302693685
mp-1008601,ALIGNN-FF,scored,-1.9434943199157717
mp-1008601,CHGNet,scored,-4.806677341461182
mp-1008601,MACE-MP,scored,-4.799295107523601
mp-1008617,ALIGNN-FF,scored,0.2520577907562256
mp-1008617,CHGNet,scored,-2.722451448440552
mp-1008617,MACE-MP,scored,-2.736391067504883
mp-1008624,ALIGNN-FF,scored,-3.0563526153564453
mp-1008624,CHGNet,scored,-6.060296535491943
mp-1008624,MACE-MP,scored,-6.114529927571614
mp-1008626,ALIGNN-FF,scored,-3.1563199361165366
mp-1008626,CHGNet,scored,-5.693285465240479
mp-1008626,MACE-MP,scored,-5.433962504069011
mp-1008632,ALIGNN-FF,scored,-7.15260632832845
mp-1008632,CHGNet,scored,-9.568244934082031
mp-1008632,MACE-MP,scored,-9.553791681925455
mp-1008634,ALIGNN-FF,scored,-0.5005322694778442
mp-1008634,CHGNet,scored,-3.2313032150268555
mp-1008634,MACE-MP,scored,-3.2574286460876465
mp-1008680,ALIGNN-FF,scored,-3.760936101277669
mp-1008680,CHGNet,scored,-6.965484142303467
mp-1008680,MACE-MP,scored,-7.037797927856445
mp-10087,ALIGNN-FF,scored,-4.118873596191406
mp-10087,CHGNet,scored,-6.441097259521484
mp-10087,MACE-MP,scored,-6.445082346598308
mp-1008728,ALIGNN-FF,scored,-1.448527216911316
mp-1008728,CHGNet,scored,-5.668181896209717
mp-1008728,MACE-MP,scored,-5.664458274841309
mp-1008786,ALIGNN-FF,scored,-1.0409846305847168
mp-1008786,CHGNet,scored,-3.396709680557251
mp-1008786,MACE-MP,scored,-3.164548635482788
mp-1008858,ALIGNN-FF,scored,-2.786848386128744
mp-1008858,CHGNet,scored,-5.467452049255371
mp-1008858,MACE-MP,scored,-5.522866566975911
mp-1008865,ALIGNN-FF,scored,0.4651858806610107
mp-1008865,CHGNet,scored,-2.5511577129364014
mp-1008865,MACE-MP,scored,-2.536044120788574
mp-1008874,ALIGNN-FF,scored,-3.650829315185547
mp-1008874,CHGNet,scored,-6.609331607818604
mp-1008874,MACE-MP,scored,-6.524866739908855
mp-1008881,ALIGNN-FF,scored,-1.2687069574991865
mp-1008881,CHGNet,scored,-3.862247228622437
mp-1008881,MACE-MP,scored,-3.7507330576578775
mp-10089,ALIGNN-FF,scored,-2.105855517917209
mp-10089,CHGNet,scored,-4.016737461090088
mp-10089,MACE-MP,scored,-3.965847863091363
mp-1008903,ALIGNN-FF,scored,-0.4963623682657878
mp-1008903,CHGNet,scored,-3.12559175491333
mp-1008903,MACE-MP,scored,-3.0606330235799155
mp-1009018,ALIGNN-FF,scored,0.4486246109008789
mp-1009018,CHGNet,scored,-2.792557001113892
mp-1009018,MACE-MP,scored,-2.762274742126465
mp-1009077,ALIGNN-FF,scored,-3.778968572616577
mp-1009077,CHGNet,scored,-5.859653472900391
mp-1009077,MACE-MP,scored,-5.876363277435303
mp-1009082,ALIGNN-FF,scored,-1.6549079418182373
mp-1009082,CHGNet,scored,-4.043420791625977
mp-1009082,MACE-MP,scored,-4.041018486022949
mp-1009083,ALIGNN-FF,scored,-2.116886615753174
mp-1009083,CHGNet,scored,-4.378096103668213
mp-1009083,MACE-MP,scored,-4.412422180175781
mp-1009084,ALIGNN-FF,scored,-2.194967746734619
mp-1009084,CHGNet,scored,-4.435332775115967
mp-1009084,MACE-MP,scored,-4.448183059692383
mp-1009085,ALIGNN-FF,scored,-3.8787412643432617
mp-1009085,CHGNet,scored,-5.309782028198242
mp-1009085,MACE-MP,scored,-5.371648788452148
mp-1009086,ALIGNN-FF,scored,-2.7179226875305176
mp-1009086,CHGNet,scored,-4.842596054077148
mp-1009086,MACE-MP,scored,-4.8586626052856445
mp-1009087,ALIGNN-FF,scored,-3.3632025718688965
mp-1009087,CHGNet,scored,-4.818080902099609
mp-1009087,MACE-MP,scored,-4.826284408569336
mp-1009088,ALIGNN-FF,scored,-2.45941162109375
mp-1009088,CHGNet,scored,-4.56689977645874
mp-1009088,MACE-MP,scored,-4.592860698699951
mp-10091,ALIGNN-FF,scored,-1.971565008163452
mp-10091,CHGNet,scored,-4.922609329223633
mp-10091,MACE-MP,scored,-4.73117733001709
mp-1009130,ALIGNN-FF,scored,-6.574463844299316
mp-1009130,CHGNet,scored,-9.057778358459473
mp-1009130,MACE-MP,scored,-8.962822914123535
mp-1009132,ALIGNN-FF,scored,-2.7590227127075195
mp-1009132,CHGNet,scored,-5.411495685577393
mp-1009132,MACE-MP,scored,-5.471042633056641
mp-1009133,ALIGNN-FF,scored,-4.944245338439941
mp-1009133,CHGNet,scored,-8.104425430297852
mp-1009133,MACE-MP,scored,-8.036827087402344
mp-1009134,ALIGNN-FF,scored,-5.125194072723389
mp-1009134,CHGNet,scored,-8.729240417480469
mp-1009134,MACE-MP,scored,-8.732401847839355
mp-10092,ALIGNN-FF,scored,-0.5968132615089417
mp-10092,CHGNet,scored,-4.023758411407471
mp-10092,MACE-MP,scored,-3.852658748626709
mp-1009238,ALIGNN-FF,scored,-4.627758026123047
mp-1009238,CHGNet,scored,-7.41271448135376
mp-1009238,MACE-MP,scored,-7.407155354817708
mp-10094,ALIGNN-FF,scored,-6.72411426744963
mp-10094,CHGNet,scored,-8.980731010437012
mp-10094,MACE-MP,scored,-8.57000732421875
mp-1009460,ALIGNN-FF,scored,-7.452905654907227
mp-1009460,CHGNet,scored,-9.874250411987305
mp-1009460,MACE-MP,scored,-9.868107477823893
mp-1009490,ALIGNN-FF,scored,-3.2294344902038574
mp-1009490,CHGNet,scored,-4.906150817871094
mp-1009490,MACE-MP,scored,-4.897870063781738
mp-1009504,ALIGNN-FF,scored,-0.9658052126566568
mp-1009504,CHGNet,scored,-5.94284725189209
mp-1009504,MACE-MP,scored,-5.946775436401367
mp-1009543,ALIGNN-FF,scored,-2.803674697875977
mp-1009543,CHGNet,scored,-5.423318862915039
mp-1009543,MACE-MP,scored,-5.496442159016927
mp-1009581,ALIGNN-FF,scored,-3.736581484476725
mp-1009581,CHGNet,scored,-6.290971279144287
mp-1009581,MACE-MP,scored,-5.986440022786458
mp-1009594,ALIGNN-FF,scored,-2.262701988220215
mp-1009594,CHGNet,scored,-4.7461042404174805
mp-1009594,MACE-MP,scored,-4.755602836608887
mp-1009641,ALIGNN-FF,scored,-2.4852011998494468
mp-1009641,CHGNet,scored,-4.934740543365479
mp-1009641,MACE-MP,scored,-4.662186940511067
mp-1009654,ALIGNN-FF,scored,-1.05902361869812
mp-1009654,CHGNet,scored,-4.196028709411621
mp-1009654,MACE-MP,scored,-4.201449712117513
mp-1009657,ALIGNN-FF,scored,-5.09628963470459
mp-1009657,CHGNet,scored,-6.971895694732666
mp-1009657,MACE-MP,scored,-6.724021911621094
mp-1009730,ALIGNN-FF,scored,-0.5072244803110758
mp-1009730,CHGNet,scored,-3.2559313774108887
mp-1009730,MACE-MP,scored,-3.288911819458008
mp-1009733,ALIGNN-FF,scored,-1.3133384386698406
mp-1009733,CHGNet,scored,-3.5466384887695312
mp-1009733,MACE-MP,scored,-3.5838893254597983
mp-1009755,ALIGNN-FF,scored,-0.696642796198527
mp-1009755,CHGNet,scored,-3.44241714477539
mp-1009755,MACE-MP,scored,-3.4724642435709634
mp-1009756,ALIGNN-FF,scored,-0.5747376283009847
mp-1009756,CHGNet,scored,-3.013654947280884
mp-1009756,MACE-MP,scored,-3.0579833984375
mp-1009770,ALIGNN-FF,scored,-6.109442234039307
mp-1009770,CHGNet,scored,-8.57180118560791
mp-1009770,MACE-MP,scored,-8.5310697555542
mp-10098,ALIGNN-FF,scored,-2.701258977254232
mp-10098,CHGNet,scored,-5.61750602722168
mp-10098,MACE-MP,scored,-5.6235917409261065
mp-1009834,ALIGNN-FF,scored,-4.06698735555013
mp-1009834,CHGNet,scored,-6.248728752136231
mp-1009834,MACE-MP,scored,-6.25837771097819
mp-1009839,ALIGNN-FF,scored,-2.4147515296936035
mp-1009839,CHGNet,scored,-4.577509880065918
mp-1009839,MACE-MP,scored,-4.575791358947754
mp-101,ALIGNN-FF,scored,-6.04555606842041
mp-101,CHGNet,scored,-8.842529296875
mp-101,MACE-MP,scored,-8.837387084960938
mp-1010,ALIGNN-FF,scored,-5.994255065917969
mp-1010,CHGNet,scored,-7.385897159576416
mp-1010,MACE-MP,scored,-7.444145965576172
mp-1010136,ALIGNN-FF,scored,0.6944746971130371
mp-1010136,CHGNet,scored,-4.056059837341309
mp-1010136,MACE-MP,scored,-4.064304828643799
mp-10106,ALIGNN-FF,scored,-1.7023658752441406
mp-10106,CHGNet,scored,-3.891457557678223
mp-10106,MACE-MP,scored,-3.859253883361816
mp-1010953,ALIGNN-FF,scored,-0.3705697059631347
mp-1010953,CHGNet,scored,-3.83238673210144
mp-1010953,MACE-MP,scored,-3.834607601165772
mp-10112,ALIGNN-FF,scored,-6.089087168375651
mp-10112,CHGNet,scored,-8.095807075500488
mp-10112,MACE-MP,scored,-8.105679829915365
mp-1011260,ALIGNN-FF,scored,-5.74329833984375
mp-1011260,CHGNet,scored,-9.10881519317627
mp-1011260,MACE-MP,scored,-8.259213256835938
mp-10113,ALIGNN-FF,scored,-6.192971801757812
mp-10113,CHGNet,scored,-8.575486183166504
mp-10113,MACE-MP,scored,-8.559626007080078
mp-10114,ALIGNN-FF,scored,-6.386532783508301
mp-10114,CHGNet,scored,-7.962249279022217
mp-10114,MACE-MP,scored,-8.016609191894531
mp-1011695,ALIGNN-FF,scored,-1.616003195444743
mp-1011695,CHGNet,scored,-2.954312801361084
mp-1011695,MACE-MP,scored,-2.8218393325805664
mp-1011696,ALIGNN-FF,scored,-1.613578160603841
mp-1011696,CHGNet,scored,-2.9213788509368896
mp-1011696,MACE-MP,scored,-2.7807820638020835
mp-1011709,ALIGNN-FF,scored,-1.6125545501708984
mp-1011709,CHGNet,scored,-2.921151161193848
mp-1011709,MACE-MP,scored,-2.78016726175944
mp-10118,ALIGNN-FF,scored,-6.097800663539341
mp-10118,CHGNet,scored,-8.144930839538574
mp-10118,MACE-MP,scored,-8.155785696847099
mp-1012110,ALIGNN-FF,scored,2.1472325325012207
mp-1012110,CHGNet,scored,-0.8585093021392822
mp-1012110,MACE-MP,scored,-0.8216620683670044
mp-1012435,ALIGNN-FF,scored,-1.993741750717163
mp-1012435,CHGNet,scored,-4.644093036651611
mp-1012435,MACE-MP,scored,-4.398025035858154
mp-10125,ALIGNN-FF,scored,-4.24079704284668
mp-10125,CHGNet,scored,-6.788326740264893
mp-10125,MACE-MP,scored,-6.698377132415772
mp-10126,ALIGNN-FF,scored,-6.259171485900879
mp-10126,CHGNet,scored,-8.67774772644043
mp-10126,MACE-MP,scored,-8.709630966186523
mp-1012640,ALIGNN-FF,scored,-4.180296897888184
mp-1012640,CHGNet,scored,-7.677456378936768
mp-1012640,MACE-MP,scored,-7.71538496017456
mp-10129,ALIGNN-FF,scored,-2.7778803507486978
mp-10129,CHGNet,scored,-6.208592891693115
mp-10129,MACE-MP,scored,-6.2219587961832685
mp-10133,ALIGNN-FF,scored,-4.09147834777832
mp-10133,CHGNet,scored,-6.358025074005127
mp-10133,MACE-MP,scored,-6.376071166992188
mp-1013525,ALIGNN-FF,scored,-4.459172248840332
mp-1013525,CHGNet,scored,-6.949692249298096
mp-1013525,MACE-MP,scored,-6.643205006917317
mp-1013526,ALIGNN-FF,scored,-4.507575988769531
mp-1013526,CHGNet,scored,-6.941351890563965
mp-1013526,MACE-MP,scored,-6.632574717203776
mp-1013527,ALIGNN-FF,scored,-2.936546802520752
mp-1013527,CHGNet,scored,-5.002346992492676
mp-1013527,MACE-MP,scored,-5.054078102111816
mp-1013545,ALIGNN-FF,scored,-1.5936026573181152
mp-1013545,CHGNet,scored,-3.845290184020996
mp-1013545,MACE-MP,scored,-3.854551696777344
mp-1013548,ALIGNN-FF,scored,-2.362233161926269
mp-1013548,CHGNet,scored,-4.841224670410156
mp-1013548,MACE-MP,scored,-4.775532531738281
mp-1013549,ALIGNN-FF,scored,-2.3986759185791016
mp-1013549,CHGNet,scored,-4.426497459411621
mp-1013549,MACE-MP,scored,-4.289890670776368
mp-1013554,ALIGNN-FF,scored,-2.498276710510254
mp-1013554,CHGNet,scored,-4.553619384765625
mp-1013554,MACE-MP,scored,-4.548491287231445
mp-1013555,ALIGNN-FF,scored,-2.481430435180664
mp-1013555,CHGNet,scored,-4.501041412353516
mp-1013555,MACE-MP,scored,-4.497454833984375
mp-1013557,ALIGNN-FF,scored,-2.716193962097168
mp-1013557,CHGNet,scored,-4.526567459106445
mp-1013557,MACE-MP,scored,-4.382857894897461
mp-1013558,ALIGNN-FF,scored,-1.7052160263061524
mp-1013558,CHGNet,scored,-4.057703018188477
mp-1013558,MACE-MP,scored,-4.037903213500977
mp-10136,ALIGNN-FF,scored,-6.960704040527344
mp-10136,CHGNet,scored,-9.086277961730955
mp-10136,MACE-MP,scored,-9.156192016601562
mp-1013643,ALIGNN-FF,scored,-1.5466471672058106
mp-1013643,CHGNet,scored,-3.811737775802612
mp-1013643,MACE-MP,scored,-3.795145034790039
mp-1013734,ALIGNN-FF,scored,-2.7375701904296874
mp-1013734,CHGNet,scored,-4.523379325866699
mp-1013734,MACE-MP,scored,-4.4485218048095705
mp-10139,ALIGNN-FF,scored,-4.181964874267578
mp-10139,CHGNet,scored,-6.4979424476623535
mp-10139,MACE-MP,scored,-6.555369567871094
mp-1013900,ALIGNN-FF,scored,-4.044689178466797
mp-1013900,CHGNet,scored,-6.514339447021484
mp-1013900,MACE-MP,scored,-6.134073257446289
mp-1014,ALIGNN-FF,scored,-5.831556955973308
mp-1014,CHGNet,scored,-9.116758346557615
mp-1014,MACE-MP,scored,-9.13825543721517
mp-10140,ALIGNN-FF,scored,-3.743198776245117
mp-10140,CHGNet,scored,-6.0096755027771
mp-10140,MACE-MP,scored,-6.048508834838867
mp-1014013,ALIGNN-FF,scored,-3.9341378211975098
mp-1014013,CHGNet,scored,-5.395007610321045
mp-1014013,MACE-MP,scored,-5.365172386169434
mp-1014160,ALIGNN-FF,scored,-8.025848388671875
mp-1014160,CHGNet,scored,-10.201455116271973
mp-1014160,MACE-MP,scored,-10.076091766357422
mp-1014168,ALIGNN-FF,scored,-0.8740225791931152
mp-1014168,CHGNet,scored,-3.519826889038086
mp-1014168,MACE-MP,scored,-3.211251068115234
mp-10142,ALIGNN-FF,scored,-7.969670976911273
mp-10142,CHGNet,scored,-9.67402172088623
mp-10142,MACE-MP,scored,-9.670249938964844
mp-1014219,ALIGNN-FF,scored,-2.8011629581451416
mp-1014219,CHGNet,scored,-5.814414978027344
mp-1014219,MACE-MP,scored,-5.810639381408691
mp-1014226,ALIGNN-FF,scored,-5.526089477539062
mp-1014226,CHGNet,scored,-8.020172119140625
mp-1014226,MACE-MP,scored,-7.9529266357421875
mp-1014227,ALIGNN-FF,scored,-4.9119391441345215
mp-1014227,CHGNet,scored,-7.481482028961182
mp-1014227,MACE-MP,scored,-7.425479412078857
mp-1014229,ALIGNN-FF,scored,-2.9052823384602866
mp-1014229,CHGNet,scored,-5.809995651245117
mp-1014229,MACE-MP,scored,-5.846546173095703
mp-1014230,ALIGNN-FF,scored,-1.7327759265899658
mp-1014230,CHGNet,scored,-4.738565444946289
mp-1014230,MACE-MP,scored,-4.7630615234375
mp-1014231,ALIGNN-FF,scored,-4.438237190246582
mp-1014231,CHGNet,scored,-7.205828666687012
mp-1014231,MACE-MP,scored,-7.213408788045247
mp-1014244,ALIGNN-FF,scored,-5.321405410766602
mp-1014244,CHGNet,scored,-7.638357639312744
mp-1014244,MACE-MP,scored,-7.487076759338379
mp-1014251,ALIGNN-FF,scored,-5.859687805175781
mp-1014251,CHGNet,scored,-8.110482215881348
mp-1014251,MACE-MP,scored,-7.984706878662109
mp-1014252,ALIGNN-FF,scored,-6.5384269714355465
mp-1014252,CHGNet,scored,-8.848516464233398
mp-1014252,MACE-MP,scored,-8.773057556152343
mp-1014257,ALIGNN-FF,scored,-5.000968933105469
mp-1014257,CHGNet,scored,-7.609423637390137
mp-1014257,MACE-MP,scored,-7.568860626220703
mp-1014265,ALIGNN-FF,scored,-7.266956965128581
mp-1014265,CHGNet,scored,-9.81117057800293
mp-1014265,MACE-MP,scored,-9.764520645141602
