element,predicted_raw_energy_per_atom,reference_source,mp_id,stored_score_convention
Be,-2.4254279136657715,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-87,2.4254279136657715
Br,0.2513929605484009,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-23154,-0.2513929605484009
Cd,2.2856175899505615,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-94,-2.2856175899505615
Cu,0.6201729774475098,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-30,-0.6201729774475098
Dy,-1.901400089263916,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-88,1.901400089263916
In,0.500051736831665,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-85,-0.500051736831665
Ir,-6.111132621765137,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-101,6.111132621765137
Nb,-7.293400287628174,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-75,7.293400287628174
Pt,-3.9018397331237793,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-126,3.9018397331237793
Sb,-2.042402744293213,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-104,2.042402744293213
Ta,-9.63209342956543,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-569794,9.63209342956543
Ti,-5.111703872680664,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-72,5.111703872680664
V,-5.91221809387207,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-146,5.91221809387207
Zn,2.103543758392334,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-79,-2.103543758392334
Zr,-5.923427104949951,MP_stable_elemental_structure_retrieved_for_missing_D2_reference,mp-131,5.923427104949951
