material_id,formula,chemical_system,num_sites,mp_e_above_hull_original,mp_e_above_hull_requeried,alex_e_above_hull,mp_stable_exact,alex_stable_exact,mp_formation_energy_per_atom,mp_energy_per_atom,mp_uncorrected_energy_per_atom
mp-1024955,PrNiSb,Ni-Pr-Sb,6,0.0,0.0,0.0039458533333327,True,False,-0.8830706088888861,-5.784607068333332,-23.267898436666666
mp-1024964,PrSbPd,Pd-Pr-Sb,6,0.0,0.0,0.008809508333333,True,False,-1.071634687222212,-5.773086189999991,-27.21522939333333
mp-1024977,YbNi4Au,Au-Ni-Yb,6,0.0,0.0,0.0414040966666613,True,False,-0.40126384083333705,-22.90813177,-22.90813177
mp-1024988,LiYb(CuP)2,Cu-Li-P-Yb,6,0.0,0.0,0.0120039101190467,True,False,-0.88499610626984,-13.987301076666666,-13.987301076666666
mp-1025023,TbCBr,Br-C-Tb,6,0.0,0.0,5.534500000692333e-05,True,False,-1.264163453888891,-6.432761055000003,-19.457873133333333
mp-1025029,PrHSe,H-Pr-Se,6,0.0,0.0,0.0095220099999986,True,False,-1.65988536815972,-17.383428368333334,-17.383428368333334
mp-1025039,PbS2,Pb-S,6,0.0,0.0,0.009891720833334,True,False,-0.6219328300000001,-4.617746995000002,-24.503850078333333
mp-1025082,LaSbPd,La-Pd-Sb,6,0.000363005,0.000363005,0.0,False,True,-1.271320149999998,-27.408503331666665,-27.408503331666665
mp-1025087,NdNiSb,Nd-Ni-Sb,6,0.0,0.0,0.021171644999999,True,False,-0.8904656791666631,-5.782894129999998,-23.28118152
mp-1025128,LaCuPb,Cu-La-Pb,6,0.0,0.0,0.0182334733333329,True,False,-0.42460511499999704,-4.673892063333331,-32.829350955
mp-1025248,TlPd5Se,Pd-Se-Tl,7,0.005403656031766,0.005403656031766,0.0,False,True,-0.248399142723213,-26.290275265714286,-26.290275265714286
mp-1025250,RhF6,F-Rh,7,0.024496424999998,0.024496424999998,0.0,False,True,-1.354249577142858,-7.481734767142858,-7.481734767142858
mp-1025252,Cs2MnCl4,Cl-Cs-Mn,7,0.0,0.0,0.0168383039285666,True,False,-1.9874760092118242,-14.774618332857143,-14.774618332857143
mp-1025306,AlAsPt5,Al-As-Pt,7,0.0,0.0,0.0024831246428558,True,False,-0.568372223214282,-40.40811705428571,-40.40811705428571
mp-1025315,Mn(AlTe2)2,Al-Mn-Te,7,0.0,0.0,0.0195808009740261,True,False,-0.5934244120853861,-4.768623058571429,-19.132897285714286
mp-1025351,Sr4Bi2O,Bi-O-Sr,7,0.002101964285714,0.002101964285714,0.0,False,True,-1.562625830714285,-4.348017542857142,-27.899728064285714
mp-1025352,Ce2C(NO)2,C-Ce-N-O,7,0.0,0.0,0.0791942652142818,True,False,-2.328577454999999,-9.139628867142857,-8.840200295714286
mp-1025368,Ti2VS4,S-Ti-V,7,0.018362926190474,0.018362926190474003,0.0,False,True,-1.5739931266666671,-7.491776120000002,-11.82126532
mp-1025425,Co3H,Co-H,8,0.004232917499999,0.004232917499999001,0.0,False,True,-0.021738452812500003,-6.2205926025,-6.1758426025
mp-1025441,Ta2AlC,Al-C-Ta,8,0.005884457812499,0.005884457812499,0.0,False,True,-0.580154792416667,-29.04590452875,-29.04590452875
mp-1025446,CeGa2Ni,Ce-Ga-Ni,8,0.0,0.0,0.0200453690909077,True,False,-0.576111439999995,-5.019431088749997,-17.06927763
mp-1025450,CeFeSi2,Ce-Fe-Si,8,0.0,0.0,0.0103664237499998,True,False,-0.6521331850000001,-6.966534970000001,-16.279827605
mp-1025456,CaZrF6,Ca-F-Zr,8,0.012040444687499,0.012040444687499001,0.0,False,True,-4.088790178125,-10.15682184125,-10.15682184125
mp-1025467,Cu2SnHgS4,Cu-Hg-S-Sn,8,0.0,0.0,0.0016360717708323,True,False,-0.5388364934374991,-4.17224250375,-3.92074250375
mp-1025468,CeAu,Au-Ce,8,0.0,0.0,0.0009833337499998,True,False,-0.655926381249999,-5.261342316250001,-41.53064981125
mp-1025519,RbCu4S3,Cu-Rb-S,8,0.0,0.0,0.0436741881249993,True,False,-0.588894039999984,-4.312588276249984,-10.68998388625
mp-1025532,MnCu2SnTe4,Cu-Mn-Sn-Te,8,0.0,0.0,0.0360567695000009,True,False,-0.35078778994971205,-4.5936907975,-4.3826907975000005
mp-1025551,GaPt,Ga-Pt,8,0.0,0.0,0.0199809950000009,True,False,-0.6299879474999991,-5.17960261875,-32.15282328625
mp-10264,NiTe,Ni-Te,4,0.0,0.0,0.0075359908333334,True,False,-0.19041621250000001,-18.8898869475,-18.8898869475
mp-10270,ScCo3C,C-Co-Sc,5,0.103000473749995,0.103000473749995,0.0,False,True,-0.146587398999999,-12.356270585999999,-12.356270585999999
mp-1027692,MoSe2,Mo-Se,12,0.003961538333335,0.003961538333335,0.0,False,True,-0.745975304375001,-18.977675271666666,-18.977675271666666
mp-10283,SmSi3Ni,Ni-Si-Sm,10,0.037302574999998,0.037302574999998006,0.0,False,True,-0.6335374570000001,-5.988472838,-14.300766132000001
mp-10284,YSi3Ni,Ni-Si-Y,10,0.024345344000001,0.024345344000001,0.0,False,True,-0.638041397999998,-6.351077851999999,-12.427077299
mp-10288,LaCuTeS,Cu-La-S-Te,16,0.0,0.0,0.0815472423958327,True,False,-1.561600344791656,-5.64057968999999,-20.011451301875
mp-1029294,LiSn2N3,Li-N-Sn,12,0.0,0.0,0.0690553449999997,True,False,-0.19682326555555502,-6.020639900833333,-5.840139900833333
mp-1029297,LiZr2N3,Li-N-Zr,12,0.031129964374999,0.031129964374999004,0.0,False,True,-1.6419716438194452,-14.187395350000001,-14.187395350000001
mp-1029313,NaRuN,N-Na-Ru,6,0.0,0.0,0.0853104940996161,True,False,-0.072202157126437,-6.390335845,-6.270002511666667
mp-1029330,Hf2SeN2,Hf-N-Se,5,0.0,0.0,0.0145220629999993,True,False,-1.9508561073125001,-26.525234578,-26.525234578
mp-1029347,KPtN,K-N-Pt,6,0.0,0.0,0.0933457808888871,True,False,-0.210758542499997,-22.422335711666666,-22.422335711666666
mp-1029357,NaZnN,N-Na-Zn,6,0.0,0.0,0.076609951858237,True,False,-0.10319440545977,-3.749775116666667,-3.6294417833333332
mp-1029367,MnCoN2,Co-Mn-N,4,0.0,0.0,0.0026125325000005,True,False,-0.324814264482759,-8.56781114,-11.7103496525
mp-1029375,BaCN2,Ba-C-N,4,0.0,0.0,0.0025550825000006,True,False,-0.9736777762500001,-7.930306045,-14.5852302575
mp-1029385,Li2SnN2,Li-N-Sn,5,0.0,0.0,0.0143597669999984,True,False,-0.39357917833333206,-5.294373793999999,-9.971405
mp-1029403,RbGe2N3,Ge-N-Rb,12,0.0,0.0,0.0700061829687497,True,False,-0.21516139958333302,-6.0887319025,-5.9082319025
mp-1029407,NaCrN2,Cr-N-Na,8,0.024355132333332,0.024355132333332002,0.0,False,True,-0.569000529094828,-7.486831463750001,-9.7399591
mp-1029420,RbCoN,Co-N-Rb,12,0.0,0.0,0.0722421299999993,True,False,-0.10349192583333401,-5.587568105,-5.467234771666667
mp-1029444,KCoN,Co-K-N,12,0.0,0.0,0.0341129245833338,True,False,-0.140456666583332,-5.674811395833333,-5.554478062499999
mp-1029458,Zn2CrN3,Cr-N-Zn,12,0.028262374444445,0.028262374444445,0.0,False,True,-0.307926731041668,-10.354726666666666,-10.354726666666666
mp-1029532,Ca2CoN2,Ca-Co-N,5,0.0,0.0,0.0087131919999992,True,False,-0.8337875895000011,-9.947451564000001,-9.947451564000001
mp-1029574,Na5OsN4,N-Na-Os,20,0.0,0.0,0.0164955562643669,True,False,-0.17029625418965502,-5.299204484500001,-5.1548044845
mp-1029605,Na2MnN2,Mn-N-Na,20,0.103532336249998,0.10353233624999801,0.0,False,True,-0.309274898896551,-8.323114330500001,-8.323114330500001
mp-1029626,Ba3IrN3,Ba-Ir-N,14,0.0,0.0,0.0515012952380953,True,False,-0.577124751428572,-6.235723642142858,-23.30881773857143
mp-1029711,NaVN2,N-Na-V,16,0.0,0.0,0.070975094375,True,False,-0.8197186456249981,-9.79753305625,-9.79753305625
mp-1029718,CsC2N3,C-Cs-N,18,0.0,0.0,0.0279654723379634,True,False,-0.26634745688697403,-7.663810139444444,-7.483310139444445
mp-1029719,Ca3MoN3,Ca-Mo-N,14,0.0,0.0,0.060976323285713,True,False,-0.979993285,-6.962462282857143,-11.673481937857144
mp-1029741,Sr3IrN3,Ir-N-Sr,14,0.0,0.0,0.0419654976190475,True,False,-0.6584271466071441,-18.5416541,-18.5416541
mp-1029838,SrCrN2,Cr-N-Sr,16,0.054681037999994,0.054681037999994006,0.0,False,True,-0.935605173124999,-13.05473137375,-13.05473137375
mp-10314,Yb(ZnAs)2,As-Yb-Zn,5,0.153808389125,0.153808389125,0.0,False,True,-0.659368410000001,-17.412497604000002,-17.412497604000002
mp-10334,Pr(CdP)3,Cd-P-Pr,14,0.0,0.0,0.0087585828571423,True,False,-0.604337995085032,-17.279359191428572,-17.279359191428572
mp-10337,BaYAgTe3,Ag-Ba-Te-Y,12,0.0,0.0,0.0006406533333329,True,False,-1.4644986619444431,-4.914652295,-4.703652295
mp-10374,Cr3PtN,Cr-N-Pt,5,0.108209408000004,0.108209408000004,0.0,False,True,-0.30180105374999705,-21.469100001999998,-21.469100001999998
mp-10378,Cs3Sb,Cs-Sb,4,0.0,0.0,0.02651984375,True,False,-0.500301612499999,-25.758220295,-25.758220295
mp-10381,K2CuSb,Cu-K-Sb,8,0.014839521607143,0.014839521607143,0.0,False,True,-0.405258609374999,-12.55266851,-12.55266851
mp-10382,KEuPSe4,Eu-K-P-Se,14,0.0,0.0,0.000402012589288,True,False,-1.241553665181119,-5.644210961428568,-16.984659916428573
mp-10383,LaTeAs,As-La-Te,12,0.0,0.0,0.0801934262500001,True,False,-1.441733783055556,-5.691545626666667,-24.800523474166667
mp-1039,MgTe,Mg-Te,4,2.3602500000663443e-05,2.3602500000663443e-05,0.0,False,True,-1.071546200833333,-3.458434155000001,-15.8473550325
mp-1039148,CaMg,Ca-Mg,2,0.015577142499999,0.015577142499999001,0.0,False,True,-0.0725466325,-5.676345275,-5.676345275
mp-1041241,CaHo(MoO3)2,Ca-Ho-Mo-O,20,0.0,0.0,0.0113072762500028,True,False,-2.773120962499998,-8.571355522,-7.518755521999999
mp-10415,Yb3(GePd)4,Ge-Pd-Yb,11,0.0,0.0,0.0167412245454539,True,False,-0.9455481222727251,-24.301717314545453,-24.301717314545453
mp-1043381,Sb2O5,O-Sb,14,0.085259957142857,0.085259957142857,0.0,False,True,-1.662774132857143,-6.376746633571429,-12.98596817142857
mp-10435,Y(AlSi)2,Al-Si-Y,5,0.0,0.0,0.0231088940000008,True,False,-0.413991692,-10.679057054000001,-10.679057054000001
mp-10436,Tb(AlSi)2,Al-Si-Tb,5,0.0,0.0,0.0199206059999994,True,False,-0.42367822599999905,-12.871310226,-12.871310226
mp-10442,Eu(Cu2As)2,As-Cu-Eu,7,0.0,0.0,0.0280739107142862,True,False,-0.37066081142857205,-5.51711562,-16.343645215714286
mp-1045605,YCu7O12,Cu-O-Y,20,0.001689589406262,0.0016895894062620002,0.0,False,True,-1.252145120999999,-5.981098633499999,-9.438500997
mp-1047142,Ca2NiIrO6,Ca-Ir-Ni-O,20,0.0,0.0,0.0039285678333387,True,False,-2.094400157,-6.926153822000001,-6.259853822
mp-1047343,Mn2ZnO4,Mn-O-Zn,14,0.020098295714285,0.020098295714285,0.0,False,True,-1.9622269044088672,-7.587315220714286,-6.718172363571428
mp-10477,RbAg3Se2,Ag-Rb-Se,12,0.0,0.0,0.0204773850000004,True,False,-0.573175774531248,-3.323370784999999,-18.289569364166667
mp-10497,SrC2,C-Sr,6,0.0,0.0,0.0528855974074078,True,False,-0.12732163499999802,-11.807365451666668,-11.807365451666668
mp-10532,Yb2AlSi2,Al-Si-Yb,10,0.0,0.0,0.0310786559999982,True,False,-0.7567335389999981,-20.224410557,-20.224410557
mp-10552,RbBSe3,B-Rb-Se,20,0.0,0.0,0.0021489520166664,True,False,-0.832793233739582,-4.462325289000001,-4.179125289
mp-10564,SrN2,N-Sr,3,0.0,0.0,0.0090011583333335,True,False,-0.623243369166668,-11.757630840000001,-11.757630840000001
mp-1056702,Mg,Mg,1,0.030189964999999,0.030189964999999003,0.0,False,True,0.030189964999999003,-4.13911362,-4.13911362
mp-1058490,EuIn,Eu-In,2,0.0,0.0,0.0191780799999996,True,False,-0.43719428083333506,-6.96083711,-6.96083711
mp-10598,CuSn,Cu-Sn,4,0.009223705,0.009223705,0.0,False,True,0.009223705,-17.787266185,-17.787266185
mp-10616,BaLiAs,As-Ba-Li,3,0.0,0.0,0.0379204116666667,True,False,-0.9396946902777781,-3.772368136666666,-15.633656700000001
mp-1061766,CeNiAs,As-Ce-Ni,3,0.0,0.0,0.0016917033333339,True,False,-1.016250069166663,-6.4786530966666644,-20.307535716666667
mp-10621,RbSbS2,Rb-S-Sb,16,0.0,0.0,0.0149271843749998,True,False,-0.9653269774999971,-4.311409661874999,-14.7701499475
mp-1062676,K2Pt,K-Pt,3,0.0,0.0,0.0955832695833329,True,False,-0.030913012499998,-21.20566127,-21.20566127
mp-10638,ZrSb,Sb-Zr,12,0.0,0.0,0.0051407737499991,True,False,-0.8098091699999981,-25.037862987500002,-25.037862987500002
mp-1063914,VFeCoGe,Co-Fe-Ge-V,4,0.0,0.0,0.0163697858653808,True,False,-0.251280766249999,-7.57887373,-7.57887373
mp-1064367,BaPd,Ba-Pd,4,0.0,0.0,0.0043277225000011,True,False,-0.549201019999999,-4.098629395,-25.2469000075
mp-1065288,GdInAu2,Au-Gd-In,4,0.0,0.0,0.0027492869444438,True,False,-0.747285812500003,-42.5336648075,-42.5336648075
mp-10659,Ho,Ho,3,0.015270595000004,0.015270595000004002,0.0,False,True,0.015270595000004002,-32.86607332,-32.86607332
mp-1066136,YPd,Pd-Y,4,0.0,0.0,0.0055945199999998,True,False,-0.9248326624999981,-22.5618599475,-22.5618599475
mp-1066781,BrCl,Br-Cl,4,0.0,0.0,0.0009789425000001,True,False,-0.35956457500000005,-2.1023061725,-1.7953061725000001
mp-10668,Yb(SiAg)2,Ag-Si-Yb,5,0.024364975333323,0.024364975333323,0.0,False,True,-0.354466358999999,-19.712198812,-19.712198812
mp-1067,LiAl,Al-Li,4,0.0,0.0,0.00254363125,True,False,-0.20847878833333303,-4.76788116,-4.76788116
mp-10670,Ca3(AlGe)2,Al-Ca-Ge,7,0.0,0.0,0.0001261400000034,True,False,-0.603305947142858,-9.506596364285715,-9.506596364285715
mp-1067154,KNO2,K-N-O,4,0.000586174999999,0.000586174999999,0.0,False,True,-1.2868555130625001,-6.1282478825,-7.7452840375
mp-1067935,Ho2SbO2,Ho-O-Sb,5,0.0,0.0,0.0114292699999989,True,False,-3.041918071999998,-7.685974508000001,-23.7124358
mp-1068217,Tb2Ni2Sn,Ni-Sn-Tb,5,0.0,0.0,0.0170401700000031,True,False,-0.584239305666663,-5.553353797999998,-22.831338972
mp-1068661,ZrBRh3,B-Rh-Zr,5,0.0,0.0,0.0247247625555573,True,False,-0.8006291954999991,-21.301595594,-21.301595594
mp-1068786,InCo3N,Co-In-N,5,0.022525376999999,0.022525376999999003,0.0,False,True,-0.024554889749998,-14.306561777999999,-14.306561777999999
mp-1068977,K2PdC2,C-K-Pd,5,0.0,0.0,0.0312609888750001,True,False,-0.064741491499998,-11.043031864,-11.043031864
mp-1069041,NdSi3Ru,Nd-Ru-Si,5,0.005464831000001,0.005464831000001001,0.0,False,True,-0.712026257500002,-16.94479387,-16.94479387
mp-1069057,Sr(CoSi)2,Co-Si-Sr,5,0.0,0.0,0.0032767345000026,True,False,-0.45703401800000004,-12.289364522,-12.289364522
mp-10694,ScF3,F-Sc,4,0.00025103375,0.00025103375000000005,0.0,False,True,-4.21761559875,-9.4117584,-9.4117584
mp-10695,ZnS,S-Zn,2,0.000146245714285,0.00014624571428500002,0.0,False,True,-0.9625521039062511,-9.43487202,-9.43487202
mp-1069697,VAu4,Au-V,5,0.0,0.0,0.0289296346666665,True,False,-0.077751367999997,-43.363634634,-43.363634634
