threshold_meV_per_atom,K,coordinate_endpoint,model_name,point_stable_hits,point_stable_yield,point_winner,point_winner_models_json,point_first_second_margin_hits,bootstrap_winner_frequency,mp_selected_models_json,point_mp_selection_regret_min_hits,point_mp_selection_regret_max_hits,bootstrap_regret_min_median_hits,bootstrap_regret_min_ci_low_95_hits,bootstrap_regret_min_ci_high_95_hits,bootstrap_regret_max_median_hits,bootstrap_regret_max_ci_low_95_hits,bootstrap_regret_max_ci_high_95_hits,positive_regret_frequency,boundary_tie_n,strictly_before_boundary_n,tie_interval_low_hits,tie_interval_high_hits,first_second_margin_ci_low_95_hits,first_second_margin_median_hits,first_second_margin_ci_high_95_hits
10,5000,alex_pbe_source_coordinate,ALIGNN-FF,3475.0,0.695,False,"[""MACE-MP""]",100.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3475,3475,55.0,93.0,130.0
10,5000,alex_pbe_source_coordinate,CHGNet,3955.0,0.791,False,"[""MACE-MP""]",100.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3955,3955,55.0,93.0,130.0
10,5000,alex_pbe_source_coordinate,M3GNet,3969.0,0.7938,False,"[""MACE-MP""]",100.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3969,3969,55.0,93.0,130.0
10,5000,alex_pbe_source_coordinate,MACE-MP,4069.0,0.8138,True,"[""MACE-MP""]",100.0,1.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4069,4069,55.0,93.0,130.0
10,5000,alexmp20_source_coordinate,ALIGNN-FF,3547.0,0.7094,False,"[""MACE-MP""]",110.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3547,3547,75.0,105.5,136.0
10,5000,alexmp20_source_coordinate,CHGNet,4029.0,0.8058,False,"[""MACE-MP""]",110.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4029,4029,75.0,105.5,136.0
10,5000,alexmp20_source_coordinate,M3GNet,4001.0,0.8002,False,"[""MACE-MP""]",110.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4001,4001,75.0,105.5,136.0
10,5000,alexmp20_source_coordinate,MACE-MP,4139.0,0.8278,True,"[""MACE-MP""]",110.0,1.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4139,4139,75.0,105.5,136.0
10,5000,mp_matched_pool_coordinate,ALIGNN-FF,4429.0,0.8858,False,"[""CHGNet""]",4.0,0.0,"[""MACE-MP""]",4.0,4.0,5.0,0.0,25.0,5.0,0.0,25.0,0.671,1,4999,4429,4429,0.0,8.0,25.024999999999977
10,5000,mp_matched_pool_coordinate,CHGNet,4882.0,0.9764,True,"[""CHGNet""]",4.0,0.716,"[""MACE-MP""]",4.0,4.0,5.0,0.0,25.0,5.0,0.0,25.0,0.671,1,4999,4882,4882,0.0,8.0,25.024999999999977
10,5000,mp_matched_pool_coordinate,M3GNet,4785.0,0.957,False,"[""CHGNet""]",4.0,0.0,"[""MACE-MP""]",4.0,4.0,5.0,0.0,25.0,5.0,0.0,25.0,0.671,1,4999,4785,4785,0.0,8.0,25.024999999999977
10,5000,mp_matched_pool_coordinate,MACE-MP,4878.0,0.9756,False,"[""CHGNet""]",4.0,0.329,"[""MACE-MP""]",4.0,4.0,5.0,0.0,25.0,5.0,0.0,25.0,0.671,1,4999,4878,4878,0.0,8.0,25.024999999999977
10,5000,mp_source_coordinate,ALIGNN-FF,3879.0,0.7758,False,"[""MACE-MP""]",66.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3879,3879,36.0,63.5,89.0
10,5000,mp_source_coordinate,CHGNet,4315.0,0.863,False,"[""MACE-MP""]",66.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4315,4315,36.0,63.5,89.0
10,5000,mp_source_coordinate,M3GNet,4291.0,0.8582,False,"[""MACE-MP""]",66.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4291,4291,36.0,63.5,89.0
10,5000,mp_source_coordinate,MACE-MP,4381.0,0.8762,True,"[""MACE-MP""]",66.0,1.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4381,4381,36.0,63.5,89.0
25,100,alex_pbe_matched_pool_coordinate,ALIGNN-FF,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,alex_pbe_matched_pool_coordinate,CHGNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,alex_pbe_matched_pool_coordinate,M3GNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,alex_pbe_matched_pool_coordinate,MACE-MP,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,alex_pbe_source_coordinate,ALIGNN-FF,85.0,0.85,False,"[""MACE-MP""]",1.0,0.356,"[""ALIGNN-FF""]",1.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,0.54,1,99,85,85,0.0,1.0,4.0
25,100,alex_pbe_source_coordinate,CHGNet,85.0,0.85,False,"[""MACE-MP""]",1.0,0.294,"[""ALIGNN-FF""]",1.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,0.54,1,99,85,85,0.0,1.0,4.0
25,100,alex_pbe_source_coordinate,M3GNet,85.0,0.85,False,"[""MACE-MP""]",1.0,0.335,"[""ALIGNN-FF""]",1.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,0.54,1,99,85,85,0.0,1.0,4.0
25,100,alex_pbe_source_coordinate,MACE-MP,86.0,0.86,True,"[""MACE-MP""]",1.0,0.536,"[""ALIGNN-FF""]",1.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,0.54,1,99,86,86,0.0,1.0,4.0
25,100,alexmp20_source_coordinate,ALIGNN-FF,86.0,0.86,True,"[""ALIGNN-FF""]",1.0,0.695,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.486,1,99,86,86,0.0,1.0,5.0
25,100,alexmp20_source_coordinate,CHGNet,84.0,0.84,False,"[""ALIGNN-FF""]",1.0,0.234,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.486,1,99,84,84,0.0,1.0,5.0
25,100,alexmp20_source_coordinate,M3GNet,84.0,0.84,False,"[""ALIGNN-FF""]",1.0,0.198,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.486,1,99,84,84,0.0,1.0,5.0
25,100,alexmp20_source_coordinate,MACE-MP,85.0,0.85,False,"[""ALIGNN-FF""]",1.0,0.291,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.486,1,99,85,85,0.0,1.0,5.0
25,100,mp_matched_pool_coordinate,ALIGNN-FF,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,mp_matched_pool_coordinate,CHGNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,mp_matched_pool_coordinate,M3GNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,mp_matched_pool_coordinate,MACE-MP,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
25,100,mp_source_coordinate,ALIGNN-FF,88.0,0.88,True,"[""ALIGNN-FF""]",1.0,0.499,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,88,88,0.0,1.0,4.0
25,100,mp_source_coordinate,CHGNet,86.0,0.86,False,"[""ALIGNN-FF""]",1.0,0.216,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,86,86,0.0,1.0,4.0
25,100,mp_source_coordinate,M3GNet,87.0,0.87,False,"[""ALIGNN-FF""]",1.0,0.306,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,87,87,0.0,1.0,4.0
25,100,mp_source_coordinate,MACE-MP,87.0,0.87,False,"[""ALIGNN-FF""]",1.0,0.394,"[""ALIGNN-FF""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,87,87,0.0,1.0,4.0
25,300,alex_pbe_matched_pool_coordinate,ALIGNN-FF,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
25,300,alex_pbe_matched_pool_coordinate,CHGNet,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
25,300,alex_pbe_matched_pool_coordinate,M3GNet,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
25,300,alex_pbe_matched_pool_coordinate,MACE-MP,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
25,300,alex_pbe_source_coordinate,ALIGNN-FF,235.0,0.7833333333333333,False,"[""M3GNet""]",5.0,0.025,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.286,1,299,235,235,0.0,3.0,8.0
25,300,alex_pbe_source_coordinate,CHGNet,236.0,0.7866666666666666,False,"[""M3GNet""]",5.0,0.098,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.286,1,299,236,236,0.0,3.0,8.0
25,300,alex_pbe_source_coordinate,M3GNet,241.0,0.8033333333333333,True,"[""M3GNet""]",5.0,0.864,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.286,1,299,241,241,0.0,3.0,8.0
25,300,alex_pbe_source_coordinate,MACE-MP,235.0,0.7833333333333333,False,"[""M3GNet""]",5.0,0.091,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.286,1,299,235,235,0.0,3.0,8.0
25,300,alexmp20_source_coordinate,ALIGNN-FF,236.0,0.7866666666666666,False,"[""M3GNet""]",3.0,0.024,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.024999999999977,0.352,1,299,236,236,0.0,2.0,7.0
25,300,alexmp20_source_coordinate,CHGNet,237.0,0.79,False,"[""M3GNet""]",3.0,0.138,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.024999999999977,0.352,1,299,237,237,0.0,2.0,7.0
25,300,alexmp20_source_coordinate,M3GNet,242.0,0.8066666666666666,True,"[""M3GNet""]",3.0,0.745,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.024999999999977,0.352,1,299,242,242,0.0,2.0,7.0
25,300,alexmp20_source_coordinate,MACE-MP,239.0,0.7966666666666666,False,"[""M3GNet""]",3.0,0.213,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.024999999999977,0.352,1,299,239,239,0.0,2.0,7.0
25,300,mp_matched_pool_coordinate,ALIGNN-FF,298.0,0.9933333333333332,True,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.905,"[""M3GNet""]",0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.413,1,299,298,298,0.0,0.0,2.0
25,300,mp_matched_pool_coordinate,CHGNet,297.0,0.99,False,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.436,"[""M3GNet""]",0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.413,1,299,297,297,0.0,0.0,2.0
25,300,mp_matched_pool_coordinate,M3GNet,298.0,0.9933333333333332,True,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.442,"[""M3GNet""]",0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.413,1,299,298,298,0.0,0.0,2.0
25,300,mp_matched_pool_coordinate,MACE-MP,298.0,0.9933333333333332,True,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.777,"[""M3GNet""]",0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.413,1,299,298,298,0.0,0.0,2.0
25,300,mp_source_coordinate,ALIGNN-FF,247.0,0.8233333333333334,False,"[""M3GNet""]",5.0,0.189,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,247,247,0.0,2.0,6.0
25,300,mp_source_coordinate,CHGNet,247.0,0.8233333333333334,False,"[""M3GNet""]",5.0,0.157,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,247,247,0.0,2.0,6.0
25,300,mp_source_coordinate,M3GNet,252.0,0.84,True,"[""M3GNet""]",5.0,0.77,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,252,252,0.0,2.0,6.0
25,300,mp_source_coordinate,MACE-MP,247.0,0.8233333333333334,False,"[""M3GNet""]",5.0,0.052,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,247,247,0.0,2.0,6.0
25,500,alex_pbe_matched_pool_coordinate,ALIGNN-FF,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,500,500,0.0,0.0,0.0
25,500,alex_pbe_matched_pool_coordinate,CHGNet,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,500,500,0.0,0.0,0.0
25,500,alex_pbe_matched_pool_coordinate,M3GNet,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,500,500,0.0,0.0,0.0
25,500,alex_pbe_matched_pool_coordinate,MACE-MP,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,500,500,0.0,0.0,0.0
25,500,alex_pbe_source_coordinate,ALIGNN-FF,401.0,0.802,False,"[""M3GNet""]",9.0,0.006,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.274,1,499,401,401,0.0,6.0,13.0
25,500,alex_pbe_source_coordinate,CHGNet,405.0,0.81,False,"[""M3GNet""]",9.0,0.001,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.274,1,499,405,405,0.0,6.0,13.0
25,500,alex_pbe_source_coordinate,M3GNet,414.0,0.828,True,"[""M3GNet""]",9.0,0.984,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.274,1,499,414,414,0.0,6.0,13.0
25,500,alex_pbe_source_coordinate,MACE-MP,405.0,0.81,False,"[""M3GNet""]",9.0,0.036,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.274,1,499,405,405,0.0,6.0,13.0
25,500,alexmp20_source_coordinate,ALIGNN-FF,400.0,0.8,False,"[""M3GNet""]",2.0,0.043,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.328,1,499,400,400,0.0,2.0,9.0
25,500,alexmp20_source_coordinate,CHGNet,403.0,0.806,False,"[""M3GNet""]",2.0,0.04,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.328,1,499,403,403,0.0,2.0,9.0
25,500,alexmp20_source_coordinate,M3GNet,408.0,0.816,True,"[""M3GNet""]",2.0,0.705,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.328,1,499,408,408,0.0,2.0,9.0
25,500,alexmp20_source_coordinate,MACE-MP,406.0,0.812,False,"[""M3GNet""]",2.0,0.329,"[""M3GNet""]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.328,1,499,406,406,0.0,2.0,9.0
25,500,mp_matched_pool_coordinate,ALIGNN-FF,496.0,0.992,False,"[""M3GNet"", ""MACE-MP""]",0.0,0.593,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0249999999999773,0.0,0.0,3.0,0.206,1,499,496,496,0.0,0.0,3.0
25,500,mp_matched_pool_coordinate,CHGNet,496.0,0.992,False,"[""M3GNet"", ""MACE-MP""]",0.0,0.443,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0249999999999773,0.0,0.0,3.0,0.206,1,499,496,496,0.0,0.0,3.0
25,500,mp_matched_pool_coordinate,M3GNet,497.0,0.994,True,"[""M3GNet"", ""MACE-MP""]",0.0,0.791,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0249999999999773,0.0,0.0,3.0,0.206,1,499,497,497,0.0,0.0,3.0
25,500,mp_matched_pool_coordinate,MACE-MP,497.0,0.994,True,"[""M3GNet"", ""MACE-MP""]",0.0,0.805,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0249999999999773,0.0,0.0,3.0,0.206,1,499,497,497,0.0,0.0,3.0
25,500,mp_source_coordinate,ALIGNN-FF,422.0,0.844,False,"[""M3GNet""]",4.0,0.143,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,422,422,0.0,2.0,8.0
25,500,mp_source_coordinate,CHGNet,422.0,0.844,False,"[""M3GNet""]",4.0,0.036,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,422,422,0.0,2.0,8.0
25,500,mp_source_coordinate,M3GNet,428.0,0.856,True,"[""M3GNet""]",4.0,0.808,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,428,428,0.0,2.0,8.0
25,500,mp_source_coordinate,MACE-MP,424.0,0.848,False,"[""M3GNet""]",4.0,0.141,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,424,424,0.0,2.0,8.0
25,1000,alex_pbe_matched_pool_coordinate,ALIGNN-FF,985.0,0.985,False,"[""CHGNet""]",1.0,0.0,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.769,1,999,985,985,0.0,1.0,2.0
25,1000,alex_pbe_matched_pool_coordinate,CHGNet,1000.0,1.0,True,"[""CHGNet""]",1.0,0.998,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.769,1,999,1000,1000,0.0,1.0,2.0
25,1000,alex_pbe_matched_pool_coordinate,M3GNet,999.0,0.999,False,"[""CHGNet""]",1.0,0.35,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.769,1,999,999,999,0.0,1.0,2.0
25,1000,alex_pbe_matched_pool_coordinate,MACE-MP,998.0,0.998,False,"[""CHGNet""]",1.0,0.154,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.769,1,999,998,998,0.0,1.0,2.0
25,1000,alex_pbe_source_coordinate,ALIGNN-FF,809.0,0.809,False,"[""M3GNet""]",2.0,0.0,"[""MACE-MP""]",2.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,0.327,1,999,809,809,0.0,4.0,14.0
25,1000,alex_pbe_source_coordinate,CHGNet,831.0,0.831,False,"[""M3GNet""]",2.0,0.0,"[""MACE-MP""]",2.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,0.327,1,999,831,831,0.0,4.0,14.0
25,1000,alex_pbe_source_coordinate,M3GNet,846.0,0.846,True,"[""M3GNet""]",2.0,0.535,"[""MACE-MP""]",2.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,0.327,1,999,846,846,0.0,4.0,14.0
25,1000,alex_pbe_source_coordinate,MACE-MP,844.0,0.844,False,"[""M3GNet""]",2.0,0.532,"[""MACE-MP""]",2.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,0.327,1,999,844,844,0.0,4.0,14.0
25,1000,alexmp20_source_coordinate,ALIGNN-FF,809.0,0.809,False,"[""M3GNet""]",3.0,0.0,"[""MACE-MP""]",3.0,3.0,0.0,0.0,7.024999999999977,0.0,0.0,8.0,0.355,1,999,809,809,0.0,4.0,13.0
25,1000,alexmp20_source_coordinate,CHGNet,827.0,0.827,False,"[""M3GNet""]",3.0,0.001,"[""MACE-MP""]",3.0,3.0,0.0,0.0,7.024999999999977,0.0,0.0,8.0,0.355,1,999,827,827,0.0,4.0,13.0
25,1000,alexmp20_source_coordinate,M3GNet,846.0,0.846,True,"[""M3GNet""]",3.0,0.619,"[""MACE-MP""]",3.0,3.0,0.0,0.0,7.024999999999977,0.0,0.0,8.0,0.355,1,999,846,846,0.0,4.0,13.0
25,1000,alexmp20_source_coordinate,MACE-MP,843.0,0.843,False,"[""M3GNet""]",3.0,0.454,"[""MACE-MP""]",3.0,3.0,0.0,0.0,7.024999999999977,0.0,0.0,8.0,0.355,1,999,843,843,0.0,4.0,13.0
25,1000,mp_matched_pool_coordinate,ALIGNN-FF,970.0,0.97,False,"[""CHGNet"", ""M3GNet""]",0.0,0.0,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.682,1,999,970,970,0.0,1.0,2.0
25,1000,mp_matched_pool_coordinate,CHGNet,993.0,0.993,True,"[""CHGNet"", ""M3GNet""]",0.0,0.641,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.682,1,999,993,993,0.0,1.0,2.0
25,1000,mp_matched_pool_coordinate,M3GNet,993.0,0.993,True,"[""CHGNet"", ""M3GNet""]",0.0,0.605,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.682,1,999,993,993,0.0,1.0,2.0
25,1000,mp_matched_pool_coordinate,MACE-MP,991.0,0.991,False,"[""CHGNet"", ""M3GNet""]",0.0,0.168,"[""MACE-MP""]",2.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.682,1,999,991,991,0.0,1.0,2.0
25,1000,mp_source_coordinate,ALIGNN-FF,852.0,0.852,False,"[""MACE-MP""]",2.0,0.001,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,852,852,0.0,4.0,13.0
25,1000,mp_source_coordinate,CHGNet,867.0,0.867,False,"[""MACE-MP""]",2.0,0.004,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,867,867,0.0,4.0,13.0
25,1000,mp_source_coordinate,M3GNet,878.0,0.878,False,"[""MACE-MP""]",2.0,0.327,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,878,878,0.0,4.0,13.0
25,1000,mp_source_coordinate,MACE-MP,880.0,0.88,True,"[""MACE-MP""]",2.0,0.738,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,880,880,0.0,4.0,13.0
25,5000,alex_pbe_matched_pool_coordinate,ALIGNN-FF,4747.0,0.9494,False,"[""MACE-MP""]",5.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.128,1,4999,4747,4747,0.0,5.0,15.0
25,5000,alex_pbe_matched_pool_coordinate,CHGNet,4980.0,0.996,False,"[""MACE-MP""]",5.0,0.182,"[""MACE-MP""]",0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.128,1,4999,4980,4980,0.0,5.0,15.0
25,5000,alex_pbe_matched_pool_coordinate,M3GNet,4960.0,0.992,False,"[""MACE-MP""]",5.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.128,1,4999,4960,4960,0.0,5.0,15.0
25,5000,alex_pbe_matched_pool_coordinate,MACE-MP,4985.0,0.997,True,"[""MACE-MP""]",5.0,0.872,"[""MACE-MP""]",0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.128,1,4999,4985,4985,0.0,5.0,15.0
25,5000,alex_pbe_source_coordinate,ALIGNN-FF,4013.0,0.8026,False,"[""MACE-MP""]",82.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4013,4013,43.0,73.0,100.0
25,5000,alex_pbe_source_coordinate,CHGNet,4398.0,0.8796,False,"[""MACE-MP""]",82.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4398,4398,43.0,73.0,100.0
25,5000,alex_pbe_source_coordinate,M3GNet,4400.0,0.88,False,"[""MACE-MP""]",82.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4400,4400,43.0,73.0,100.0
