threshold_meV_per_atom,model_name,coordinate_endpoint,n,positive_n,positive_rate_pi,auroc,ap,normalized_ap,ranking_estimand
0,M3GNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,0.8678632646852376,0.8998617235704045,0.7797739075220717,batch_relative_transductive_signed_reference_hull_margin
0,MACE-MP,mp_source_coordinate,36650,15001,0.4093042291950887,0.8672573798481336,0.759751245816223,0.5932783573913147,batch_relative_transductive_signed_reference_hull_margin
0,MACE-MP,alexmp20_source_coordinate,36650,13266,0.36196452933151435,0.8489539935612578,0.6871462750408757,0.5096609211532711,batch_relative_transductive_signed_reference_hull_margin
0,MACE-MP,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,0.8419048640892332,0.640328505679265,0.4620047234162543,batch_relative_transductive_signed_reference_hull_margin
0,MACE-MP,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,0.8982317890146664,0.8885254935934132,0.7827533414973195,batch_relative_transductive_signed_reference_hull_margin
0,MACE-MP,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,0.9370025028522367,0.9529643258216551,0.8965582083026499,batch_relative_transductive_signed_reference_hull_margin
10,ALIGNN-FF,mp_source_coordinate,36650,19197,0.5237926330150068,0.6919683795777299,0.6964502726238794,0.3625681826428224,batch_relative_transductive_signed_reference_hull_margin
10,ALIGNN-FF,alexmp20_source_coordinate,36650,18157,0.4954160982264666,0.673325062457077,0.6463538548756735,0.29913311962328637,batch_relative_transductive_signed_reference_hull_margin
10,ALIGNN-FF,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,0.6680101646687295,0.6301315828091887,0.28590436232190725,batch_relative_transductive_signed_reference_hull_margin
10,ALIGNN-FF,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,0.7149034168508228,0.7860633730986507,0.48893381723800994,batch_relative_transductive_signed_reference_hull_margin
10,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,0.7245324916740453,0.8354011760504358,0.5298092831058826,batch_relative_transductive_signed_reference_hull_margin
10,CHGNet,mp_source_coordinate,36650,19197,0.5237926330150068,0.8243588945649285,0.7969140094824648,0.5735345469278826,batch_relative_transductive_signed_reference_hull_margin
10,CHGNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,0.8041500342067391,0.7479674071542459,0.5005140037961993,batch_relative_transductive_signed_reference_hull_margin
10,CHGNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,0.7945595332828874,0.7301374352025567,0.4789831428211401,batch_relative_transductive_signed_reference_hull_margin
10,CHGNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,0.8617752738347848,0.8932335231775781,0.7449490695123345,batch_relative_transductive_signed_reference_hull_margin
10,CHGNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,0.8996578865392758,0.9422328282680262,0.8349830986767858,batch_relative_transductive_signed_reference_hull_margin
10,M3GNet,mp_source_coordinate,36650,19197,0.5237926330150068,0.7966629676736701,0.7818370755486163,0.5418741086837098,batch_relative_transductive_signed_reference_hull_margin
10,M3GNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,0.7783259243227033,0.7343762905935428,0.4735787081735437,batch_relative_transductive_signed_reference_hull_margin
10,M3GNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,0.7727423076981221,0.7202556735823473,0.459904674540011,batch_relative_transductive_signed_reference_hull_margin
10,M3GNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,0.8258204658337799,0.8700875312834604,0.6896563695436595,batch_relative_transductive_signed_reference_hull_margin
10,M3GNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,0.8601064868168838,0.9222156714653262,0.7778023662668906,batch_relative_transductive_signed_reference_hull_margin
10,MACE-MP,mp_source_coordinate,36650,19197,0.5237926330150068,0.8653389737298193,0.8320233802153887,0.6472616103187988,batch_relative_transductive_signed_reference_hull_margin
10,MACE-MP,alexmp20_source_coordinate,36650,18157,0.4954160982264666,0.8459603852255679,0.7866699105934566,0.5772158234602381,batch_relative_transductive_signed_reference_hull_margin
10,MACE-MP,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,0.8387655918679668,0.7714142208052451,0.5586751931998226,batch_relative_transductive_signed_reference_hull_margin
10,MACE-MP,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,0.8911562204893437,0.915064020470566,0.7970992276265314,batch_relative_transductive_signed_reference_hull_margin
10,MACE-MP,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,0.9335085710377846,0.9639251047535957,0.8969489547326019,batch_relative_transductive_signed_reference_hull_margin
25,ALIGNN-FF,mp_source_coordinate,36650,23695,0.6465211459754434,0.6894232808244554,0.7871130638807194,0.39773784571426996,batch_relative_transductive_signed_reference_hull_margin
25,ALIGNN-FF,alexmp20_source_coordinate,36650,23331,0.6365893587994543,0.6712419673316746,0.7606529769931681,0.34138686138596075,batch_relative_transductive_signed_reference_hull_margin
25,ALIGNN-FF,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,0.6661614490919958,0.7518536947617974,0.3310854599161426,batch_relative_transductive_signed_reference_hull_margin
25,ALIGNN-FF,mp_matched_pool_coordinate,36650,25067,0.683956343792633,0.7059293422041257,0.8400622212602253,0.4939377025975359,batch_relative_transductive_signed_reference_hull_margin
25,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,0.7186287779202952,0.8870072911352683,0.541651048158006,batch_relative_transductive_signed_reference_hull_margin
25,CHGNet,mp_source_coordinate,36650,23695,0.6465211459754434,0.829579054022523,0.8685748909099127,0.6281952722383867,batch_relative_transductive_signed_reference_hull_margin
25,CHGNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,0.8110580243827692,0.8439886856600911,0.5707024047933282,batch_relative_transductive_signed_reference_hull_margin
25,CHGNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,0.800243414268706,0.8331249522735401,0.5501639821142428,batch_relative_transductive_signed_reference_hull_margin
25,CHGNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,0.856122159994449,0.9214097601172943,0.7513310634808629,batch_relative_transductive_signed_reference_hull_margin
25,CHGNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,0.9013974383523309,0.9627504965456761,0.8488993578748235,batch_relative_transductive_signed_reference_hull_margin
25,M3GNet,mp_source_coordinate,36650,23695,0.6465211459754434,0.799155689231859,0.8552766124587713,0.5905741294182916,batch_relative_transductive_signed_reference_hull_margin
25,M3GNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,0.7832060151946356,0.8324722300924761,0.5390124808836434,batch_relative_transductive_signed_reference_hull_margin
25,M3GNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,0.7780073629144952,0.825035715765474,0.5283582658726552,batch_relative_transductive_signed_reference_hull_margin
25,M3GNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,0.8190838675805632,0.9042208117749068,0.6969431711603499,batch_relative_transductive_signed_reference_hull_margin
25,M3GNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,0.8612621425861025,0.948846239054765,0.7924974722033354,batch_relative_transductive_signed_reference_hull_margin
25,MACE-MP,mp_source_coordinate,36650,23695,0.6465211459754434,0.8691858217803784,0.8940162172714998,0.7001693834813175,batch_relative_transductive_signed_reference_hull_margin
25,MACE-MP,alexmp20_source_coordinate,36650,23331,0.6365893587994543,0.8545871024415409,0.8741435386245886,0.6536797575336866,batch_relative_transductive_signed_reference_hull_margin
25,MACE-MP,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,0.8459917363898919,0.8649200368130932,0.6358722675198487,batch_relative_transductive_signed_reference_hull_margin
25,MACE-MP,mp_matched_pool_coordinate,36650,25067,0.683956343792633,0.8843021517321061,0.9370310231607856,0.800758611658706,batch_relative_transductive_signed_reference_hull_margin
25,MACE-MP,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,0.935326884274555,0.9772114662111585,0.9075595170602058,batch_relative_transductive_signed_reference_hull_margin
50,ALIGNN-FF,mp_source_coordinate,36650,28804,0.7859208731241474,0.680050889708828,0.8744965329040534,0.41375196672617326,batch_relative_transductive_signed_reference_hull_margin
50,ALIGNN-FF,alexmp20_source_coordinate,36650,28885,0.788130968622101,0.6620443905662718,0.8624382993438393,0.3507229453897888,batch_relative_transductive_signed_reference_hull_margin
50,ALIGNN-FF,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,0.6555809145874782,0.8581269321899996,0.3372867785831613,batch_relative_transductive_signed_reference_hull_margin
50,ALIGNN-FF,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,0.7049103699683918,0.9089485610441836,0.5193669540932349,batch_relative_transductive_signed_reference_hull_margin
50,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,0.7154621111038052,0.9402774679194952,0.5595027569429458,batch_relative_transductive_signed_reference_hull_margin
50,CHGNet,mp_source_coordinate,36650,28804,0.7859208731241474,0.8422410574861741,0.9325521965134328,0.6849398422402895,batch_relative_transductive_signed_reference_hull_margin
50,CHGNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,0.8291142808131496,0.9231526268450926,0.6372883160170821,batch_relative_transductive_signed_reference_hull_margin
50,CHGNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,0.8142319938464093,0.9168645545743339,0.611660199483729,batch_relative_transductive_signed_reference_hull_margin
50,CHGNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,0.8541334816243455,0.9558988077501388,0.7672031260323472,batch_relative_transductive_signed_reference_hull_margin
50,CHGNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,0.9052748612687447,0.9818680983437563,0.8662639976451336,batch_relative_transductive_signed_reference_hull_margin
50,M3GNet,mp_source_coordinate,36650,28804,0.7859208731241474,0.8023186223356763,0.9218037333837161,0.6347319434760637,batch_relative_transductive_signed_reference_hull_margin
50,M3GNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,0.7889406165912497,0.9127025471631316,0.587965016552321,batch_relative_transductive_signed_reference_hull_margin
50,M3GNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,0.7816320849913112,0.9088303417390076,0.5741310253294196,batch_relative_transductive_signed_reference_hull_margin
50,M3GNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,0.8135210769277113,0.9448581888976838,0.7089230337174292,batch_relative_transductive_signed_reference_hull_margin
50,M3GNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,0.8605927597987355,0.9734409074853608,0.804107317234549,batch_relative_transductive_signed_reference_hull_margin
50,MACE-MP,mp_source_coordinate,36650,28804,0.7859208731241474,0.8715008878203006,0.9443021438616771,0.7398258440645508,batch_relative_transductive_signed_reference_hull_margin
50,MACE-MP,alexmp20_source_coordinate,36650,28885,0.788130968622101,0.8637633192709371,0.9385614298439349,0.7100162786581086,batch_relative_transductive_signed_reference_hull_margin
50,MACE-MP,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,0.8568778002021485,0.9346829529988546,0.6948929680611804,batch_relative_transductive_signed_reference_hull_margin
50,MACE-MP,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,0.8751104436138712,0.9627878685906963,0.803568397500939,batch_relative_transductive_signed_reference_hull_margin
50,MACE-MP,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,0.9330119586358245,0.9877407537202458,0.9095791152841638,batch_relative_transductive_signed_reference_hull_margin
100,ALIGNN-FF,mp_source_coordinate,36650,35843,0.977980900409277,0.6436306747508003,0.9853489689533452,0.3346217002975236,batch_relative_transductive_signed_reference_hull_margin
100,ALIGNN-FF,alexmp20_source_coordinate,36650,36650,1.0,,,,batch_relative_transductive_signed_reference_hull_margin
100,ALIGNN-FF,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,0.5942648342344947,0.9806474755410708,0.22653214676144343,batch_relative_transductive_signed_reference_hull_margin
100,ALIGNN-FF,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,0.6559834225022647,0.9859609245648758,0.42122371800078756,batch_relative_transductive_signed_reference_hull_margin
100,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,0.6796546696328429,0.9945292076578933,0.5237421868451057,batch_relative_transductive_signed_reference_hull_margin
100,CHGNet,mp_source_coordinate,36650,35843,0.977980900409277,0.7299181260032523,0.9886988230328482,0.48675571766280634,batch_relative_transductive_signed_reference_hull_margin
100,CHGNet,alexmp20_source_coordinate,36650,36650,1.0,,,,batch_relative_transductive_signed_reference_hull_margin
100,CHGNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,0.7410644913668292,0.9882411995402935,0.5300326751927568,batch_relative_transductive_signed_reference_hull_margin
100,CHGNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,0.7214476063733835,0.9893604077158883,0.5613711392433145,batch_relative_transductive_signed_reference_hull_margin
100,CHGNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,0.7563473088087265,0.9959770732813378,0.6497855956318979,batch_relative_transductive_signed_reference_hull_margin
100,M3GNet,mp_source_coordinate,36650,35843,0.977980900409277,0.6902210628681098,0.9873978726681382,0.4276729037016888,batch_relative_transductive_signed_reference_hull_margin
100,M3GNet,alexmp20_source_coordinate,36650,36650,1.0,,,,batch_relative_transductive_signed_reference_hull_margin
100,M3GNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,0.7247548238921279,0.987829403700705,0.5135743136650375,batch_relative_transductive_signed_reference_hull_margin
100,M3GNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,0.6868498366341549,0.9877919025385334,0.4967077930677744,batch_relative_transductive_signed_reference_hull_margin
100,M3GNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,0.758563975041582,0.9960391082305596,0.6551860252969359,batch_relative_transductive_signed_reference_hull_margin
100,MACE-MP,mp_source_coordinate,36650,35843,0.977980900409277,0.7320628919298022,0.9886794493938542,0.48587586156723195,batch_relative_transductive_signed_reference_hull_margin
100,MACE-MP,alexmp20_source_coordinate,36650,36650,1.0,,,,batch_relative_transductive_signed_reference_hull_margin
100,MACE-MP,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,0.7985863193945915,0.9906435153824691,0.6260467162131861,batch_relative_transductive_signed_reference_hull_margin
100,MACE-MP,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,0.7236489317641817,0.9895402739139272,0.5687863205235455,batch_relative_transductive_signed_reference_hull_margin
100,MACE-MP,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,0.8157650375098124,0.9968527914530192,0.7260209186535701,batch_relative_transductive_signed_reference_hull_margin
