denominator,model_name,label_view,metric,value,ci_low_95,ci_high_95,bootstrap_method
D5_full_complete,ALIGNN-FF,common_pool,auroc,0.47764713928991565,0.47216327129328517,0.4831310072865461,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,common_pool,auprc,0.4963726286121347,0.49088341681187786,0.5018618404123916,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,source_union,f1,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,source_union,precision,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,source_union,recall,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,source_union,balanced_accuracy,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,source_union,auroc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,source_union,auprc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,consensus,f1,0.32981975334668495,0.3239462243652752,0.3356932823280947,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,consensus,precision,0.32981975334668495,0.3239462243652752,0.3356932823280947,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,consensus,recall,0.32981975334668495,0.3239462243652752,0.3356932823280947,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,consensus,balanced_accuracy,0.4547558474540657,0.4485349989140222,0.46097669599410923,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,consensus,auroc,0.4725325785828121,0.46629553653687195,0.4787696206287523,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,consensus,auprc,0.3600787647691679,0.3540818622503532,0.3660756672879826,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,uncertain,f1,0.3081036610448375,0.30338429017222607,0.3128230319174489,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,uncertain,precision,0.3081036610448375,0.30338429017222607,0.3128230319174489,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,uncertain,recall,0.3081036610448375,0.30338429017222607,0.3128230319174489,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,uncertain,balanced_accuracy,0.4832140958998462,0.4781062205661542,0.4883219712335382,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,uncertain,auroc,0.47722301859426114,0.47211756794940796,0.4823284692391143,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,uncertain,auprc,0.3173117638568035,0.31255436615635585,0.3220691615572511,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,audit_view,f1,0.2254664277432276,0.22119496888607476,0.22973788660038041,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,audit_view,precision,0.2254664277432276,0.22119496888607476,0.22973788660038041,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,audit_view,recall,0.2254664277432276,0.22119496888607476,0.22973788660038041,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,audit_view,balanced_accuracy,0.47806566750404544,0.47295983136845565,0.48317150363963524,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,audit_view,auroc,0.4884532302128903,0.48334383698112326,0.4935626234446573,deterministic_binomial_approximation_phase2_v1
D5_full_complete,ALIGNN-FF,audit_view,auprc,0.24592435303931948,0.24152262315180317,0.2503260829268358,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,mp_native,f1,0.36137361906029547,0.3564632197284288,0.3662840183921621,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,mp_native,precision,0.36137361906029547,0.3564632197284288,0.3662840183921621,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,mp_native,recall,0.36137361906029547,0.3564632197284288,0.3662840183921621,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,mp_native,balanced_accuracy,0.46001808856247994,0.4549236981717354,0.4651124789532245,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,mp_native,auroc,0.46634214197055146,0.4612429783466933,0.4714413055944096,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,mp_native,auprc,0.3861317019669205,0.3811552422312889,0.3911081617025521,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alexmp20_native,f1,0.31801083358411075,0.31325063733733793,0.32277102983088357,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alexmp20_native,precision,0.31801083358411075,0.31325063733733793,0.32277102983088357,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alexmp20_native,recall,0.31801083358411075,0.31325063733733793,0.32277102983088357,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alexmp20_native,balanced_accuracy,0.46594412275959807,0.46084523525324766,0.47104301026594847,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alexmp20_native,auroc,0.4764583398038541,0.47135325158264274,0.48156342802506547,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alexmp20_native,auprc,0.3424282375925994,0.3375779049399212,0.3472785702452776,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alex_pbe_native,f1,0.2889783841538588,0.28434509672022745,0.29361167158749013,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alex_pbe_native,precision,0.2889783841538588,0.28434509672022745,0.29361167158749013,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alex_pbe_native,recall,0.2889783841538588,0.28434509672022745,0.29361167158749013,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alex_pbe_native,balanced_accuracy,0.4686701529744174,0.4635694396363302,0.4737708663125046,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alex_pbe_native,auroc,0.4812437461275092,0.47613658706521905,0.48635090518979934,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,alex_pbe_native,auprc,0.3147807771766593,0.31003361539386814,0.3195279389594505,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,common_pool,f1,0.48459298798980954,0.47910623843368105,0.49007973754593803,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,common_pool,precision,0.48459298798980954,0.47910623843368105,0.49007973754593803,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,common_pool,recall,0.48459298798980954,0.47910623843368105,0.49007973754593803,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,common_pool,balanced_accuracy,0.4661688454832708,0.4606920692928008,0.4716456216737408,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,common_pool,auroc,0.47714848087546924,0.47166486060924506,0.4826321011416934,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,common_pool,auprc,0.5011589083844536,0.49566956687152225,0.506648249897385,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,source_union,f1,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,source_union,precision,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,source_union,recall,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,source_union,balanced_accuracy,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,source_union,auroc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,source_union,auprc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,consensus,f1,0.33846316011384,0.3325516601279346,0.3443746600997454,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,consensus,precision,0.33846316011384,0.3325516601279346,0.3443746600997454,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,consensus,recall,0.33846316011384,0.3325516601279346,0.3443746600997454,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,consensus,balanced_accuracy,0.46178793624122616,0.4555597300938178,0.46801614238863454,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,consensus,auroc,0.47316068878310924,0.46692321996514624,0.47939815760107224,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,consensus,auprc,0.3652564747342638,0.35924109463646736,0.37127185483206027,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,uncertain,f1,0.30933772110242697,0.30461312734728696,0.31406231485756697,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,uncertain,precision,0.30933772110242697,0.30461312734728696,0.31406231485756697,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,uncertain,recall,0.30933772110242697,0.30461312734728696,0.31406231485756697,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,uncertain,balanced_accuracy,0.48413583056827697,0.47902764745696175,0.4892440136795922,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,uncertain,auroc,0.47922714703504216,0.4741208034130796,0.4843334906570047,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,uncertain,auprc,0.32130055754435566,0.3165273573695755,0.3260737577191358,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,audit_view,f1,0.22346368715083798,0.21920574725372752,0.22772162704794843,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,audit_view,precision,0.22346368715083798,0.21920574725372752,0.22772162704794843,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,audit_view,recall,0.22346368715083798,0.21920574725372752,0.22772162704794843,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,audit_view,balanced_accuracy,0.476716082267597,0.4716108705480952,0.4818212939870988,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,audit_view,auroc,0.4879827489481727,0.48287346906797823,0.4930920288283671,deterministic_binomial_approximation_phase2_v1
D5_full_complete,CHGNet,audit_view,auprc,0.2479882958431099,0.2435741868342567,0.25240240485196314,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,mp_native,f1,0.3738852655397311,0.36893975309150556,0.37883077798795667,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,mp_native,precision,0.3738852655397311,0.36893975309150556,0.37883077798795667,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,mp_native,recall,0.3738852655397311,0.36893975309150556,0.37883077798795667,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,mp_native,balanced_accuracy,0.47059714226717503,0.4654952304779863,0.47569905405636376,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,mp_native,auroc,0.4806218945310445,0.47551497803728987,0.4857288110247991,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,mp_native,auprc,0.3983976334926506,0.3933935067011558,0.4034017602841454,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alexmp20_native,f1,0.33599157387902495,0.33116358623043946,0.34081956152761045,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alexmp20_native,precision,0.33599157387902495,0.33116358623043946,0.34081956152761045,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alexmp20_native,recall,0.33599157387902495,0.33116358623043946,0.34081956152761045,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alexmp20_native,balanced_accuracy,0.480024581078457,0.4749179050418688,0.48513125711504523,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alexmp20_native,auroc,0.48947569182743966,0.48436606787221476,0.49458531578266457,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alexmp20_native,auprc,0.35211456408696656,0.34723246864831697,0.35699665952561616,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alex_pbe_native,f1,0.3060738061970905,0.30136311229694157,0.31078450009723946,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alex_pbe_native,precision,0.3060738061970905,0.30136311229694157,0.31078450009723946,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alex_pbe_native,recall,0.3060738061970905,0.30136311229694157,0.31078450009723946,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alex_pbe_native,balanced_accuracy,0.48144516258964354,0.47633792665846675,0.48655239852082033,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alex_pbe_native,auroc,0.49258284433592503,0.48747265046894583,0.4976930382029042,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,alex_pbe_native,auprc,0.3233459840606443,0.31856483559653587,0.32812713252475273,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,common_pool,f1,0.4907800558049254,0.48529163289764565,0.49626847871220514,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,common_pool,precision,0.4907800558049254,0.48529163289764565,0.49626847871220514,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,common_pool,recall,0.4907800558049254,0.48529163289764565,0.49626847871220514,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,common_pool,balanced_accuracy,0.4725770810676778,0.4670959872004677,0.47805817493488795,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,common_pool,auroc,0.4862080744954233,0.4807208069747516,0.491695342016095,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,common_pool,auprc,0.510183827015601,0.5046956094815226,0.5156720445496795,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,source_union,f1,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,source_union,precision,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,source_union,recall,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,source_union,balanced_accuracy,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,source_union,auroc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,source_union,auprc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,consensus,f1,0.3542742700537578,0.34829898229257994,0.3602495578149356,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,consensus,precision,0.3542742700537578,0.34829898229257994,0.3602495578149356,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,consensus,recall,0.3542742700537578,0.34829898229257994,0.3602495578149356,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,consensus,balanced_accuracy,0.4746515132909101,0.46841307115848624,0.48088995542333396,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,consensus,auroc,0.486897080492364,0.48065275114273054,0.4931414098419975,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,consensus,auprc,0.3774059517436322,0.3713501475002389,0.3834617559870254,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,uncertain,f1,0.31238173591114765,0.30764442726549746,0.31711904455679785,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,uncertain,precision,0.31238173591114765,0.30764442726549746,0.31711904455679785,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,uncertain,recall,0.31238173591114765,0.30764442726549746,0.31711904455679785,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,uncertain,balanced_accuracy,0.486409442750406,0.4813005748195473,0.49151831068126467,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,uncertain,auroc,0.48166412235019773,0.4765568037976727,0.4867714409027228,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,uncertain,auprc,0.3226118598487381,0.3178335520603453,0.32739016763713086,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,audit_view,f1,0.24043427848634974,0.23606614367789847,0.244802413294801,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,audit_view,precision,0.24043427848634974,0.23606614367789847,0.244802413294801,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,audit_view,recall,0.24043427848634974,0.23606614367789847,0.244802413294801,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,audit_view,balanced_accuracy,0.4881520413764495,0.4830427201875417,0.49326136256535735,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,audit_view,auroc,0.49808029062676923,0.49296957206985514,0.5031910091836833,deterministic_binomial_approximation_phase2_v1
D5_full_complete,M3GNet,audit_view,auprc,0.2556927578863755,0.2512336241456492,0.26015189162710184,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,mp_native,f1,0.37960867829096234,0.37464828529880456,0.3845690712831201,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,mp_native,precision,0.37960867829096234,0.37464828529880456,0.3845690712831201,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,mp_native,recall,0.37960867829096234,0.37464828529880456,0.3845690712831201,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,mp_native,balanced_accuracy,0.47543649662145043,0.47033191143085873,0.48054108181204214,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,mp_native,auroc,0.48710324630763574,0.4819941904701669,0.4922123021451046,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,mp_native,auprc,0.4052202881647264,0.4002021937798575,0.41023838254959527,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alexmp20_native,f1,0.342612097502257,0.33776114119679435,0.3474630538077197,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alexmp20_native,precision,0.342612097502257,0.33776114119679435,0.3474630538077197,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alexmp20_native,recall,0.342612097502257,0.33776114119679435,0.3474630538077197,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alexmp20_native,balanced_accuracy,0.48520901761427115,0.4801004980700528,0.4903175371584895,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alexmp20_native,auroc,0.4964146003225495,0.49130397549647986,0.5015252251486192,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alexmp20_native,auprc,0.35926700486341867,0.35436287035600467,0.3641711393708327,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alex_pbe_native,f1,0.31527903345113834,0.31052984371559283,0.32002822318668384,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alex_pbe_native,precision,0.31527903345113834,0.31052984371559283,0.32002822318668384,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alex_pbe_native,recall,0.31527903345113834,0.31052984371559283,0.32002822318668384,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alex_pbe_native,balanced_accuracy,0.4883240139209192,0.48321465136971586,0.4934333764721225,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alex_pbe_native,auroc,0.49899986481255665,0.49388911881061315,0.5041106108145001,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,alex_pbe_native,auprc,0.3285859064107118,0.3237848716031032,0.33338694121832035,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,common_pool,f1,0.49751304136843383,0.4920237530136714,0.5030023297231963,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,common_pool,precision,0.49751304136843383,0.4920237530136714,0.5030023297231963,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,common_pool,recall,0.49751304136843383,0.4920237530136714,0.5030023297231963,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,common_pool,balanced_accuracy,0.47955074920365015,0.4740659858555768,0.4850355125517235,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,common_pool,auroc,0.4955174004314135,0.49002826478067424,0.5010065360821527,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,common_pool,auprc,0.5182962046888805,0.5128105247980025,0.5237818845797585,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,source_union,f1,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,source_union,precision,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,source_union,recall,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,source_union,balanced_accuracy,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,source_union,auroc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,source_union,auprc,,,,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,consensus,f1,0.36217982502371665,0.3561753336298992,0.3681843164175341,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,consensus,precision,0.36217982502371665,0.3561753336298992,0.3681843164175341,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,consensus,recall,0.36217982502371665,0.3561753336298992,0.3681843164175341,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,consensus,balanced_accuracy,0.481083301815752,0.4748412993232077,0.4873253043082963,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,consensus,auroc,0.4975649371633023,0.49131853665235165,0.503811337674253,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,consensus,auprc,0.38636990805521054,0.3802868782418714,0.3924529378685497,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,uncertain,f1,0.3155080213903743,0.3107579017728709,0.32025814100787775,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,uncertain,precision,0.3155080213903743,0.3107579017728709,0.32025814100787775,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,uncertain,recall,0.3155080213903743,0.3107579017728709,0.32025814100787775,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,uncertain,balanced_accuracy,0.48874450391043056,0.4836350427727825,0.4938539650480786,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,uncertain,auroc,0.48321489641278953,0.47810702080424944,0.4883227720213296,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,uncertain,auprc,0.32371648326219415,0.3189339062714403,0.328499060252948,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,audit_view,f1,0.2547696848318752,0.25031584809082,0.2592235215729303,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,audit_view,precision,0.2547696848318752,0.25031584809082,0.2592235215729303,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,audit_view,recall,0.2547696848318752,0.25031584809082,0.2592235215729303,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,audit_view,balanced_accuracy,0.4978122304373437,0.49270152313493737,0.50292293773975,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,audit_view,auroc,0.5060910443606126,0.5009806673749612,0.511201421346264,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MACE-MP,audit_view,auprc,0.2613537946559711,0.256862745561448,0.26584484375049416,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,f1,0.7723279648609077,0.7680417801081831,0.7766141496136323,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,precision,0.7723279648609077,0.7680417801081831,0.7766141496136323,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,recall,0.7723279648609077,0.7680417801081831,0.7766141496136323,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,balanced_accuracy,0.8074949855119053,0.8034649757097477,0.811524995314063,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,auroc,0.8694692173756202,0.8660257280706698,0.8729127066805706,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,auprc,0.7520563502501771,0.747642507585383,0.7564701929149713,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,alexmp20_native,f1,0.6691995185073728,0.6643902830713688,0.6740087539433768,deterministic_binomial_approximation_phase2_v1
D5_full_complete,MP_common_pool_public_hull_rank,alexmp20_native,precision,0.6691995185073728,0.6643902830713688,0.6740087539433768,deterministic_binomial_approximation_phase2_v1
