denominator,model_name,label_view,metric,value,ci_low_95,ci_high_95,bootstrap_replicates,bootstrap_method,metric_status
D5_family_complete,ALIGNN-FF,alex_pbe_native,auprc,0.3127495121368052,0.30829358771403415,0.32023064006803853,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,common_pool,f1,0.48337983743782603,0.47668065116448605,0.489698253867324,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,common_pool,precision,0.48337983743782603,0.47668065116448605,0.489698253867324,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,common_pool,recall,0.48337983743782603,0.47668065116448605,0.489698253867324,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,common_pool,balanced_accuracy,0.46493031645726357,0.46005343873538174,0.46945747936009696,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,common_pool,auroc,0.4776810869639723,0.47251174307325244,0.48363534581712136,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,common_pool,auprc,0.4963726286121348,0.4898033892684109,0.5028505942652932,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,ALIGNN-FF,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,ALIGNN-FF,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,ALIGNN-FF,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,ALIGNN-FF,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,ALIGNN-FF,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,ALIGNN-FF,consensus,f1,0.32981975334668495,0.32167795203546856,0.3395704771521975,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,consensus,precision,0.32981975334668495,0.32167795203546856,0.3395704771521975,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,consensus,recall,0.32981975334668495,0.32167795203546856,0.3395704771521975,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,consensus,balanced_accuracy,0.4547697391799528,0.4506078992411806,0.46093114088825854,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,consensus,auroc,0.47256744554615276,0.4659265151903459,0.4778207198270414,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,consensus,auprc,0.3600787647691679,0.3533492454248518,0.3694400651712611,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,uncertain,f1,0.30885369656191025,0.3016967725367796,0.31473520261352794,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,uncertain,precision,0.30885369656191025,0.3016967725367796,0.31473520261352794,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,uncertain,recall,0.30885369656191025,0.3016967725367796,0.31473520261352794,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,uncertain,balanced_accuracy,0.4833319874237543,0.47905784350328656,0.4892721756476908,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,uncertain,auroc,0.47735467047541574,0.47181559423328995,0.48250963697065824,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,uncertain,auprc,0.31797915044783065,0.31153151536660695,0.32314120865891605,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,audit_view,f1,0.22515020554442922,0.21685763019833654,0.23147219510859798,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,audit_view,precision,0.22515020554442922,0.21685763019833654,0.23147219510859798,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,audit_view,recall,0.22515020554442922,0.21685763019833654,0.23147219510859798,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,audit_view,balanced_accuracy,0.47801533707571087,0.4729892462057132,0.4819975596749062,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,audit_view,auroc,0.48845314708619547,0.4829004582729014,0.49510469238602495,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,ALIGNN-FF,audit_view,auprc,0.2456887829605552,0.24078831229587522,0.24911553473076534,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,mp_native,f1,0.36111480643873883,0.3530847650106382,0.3676730741082311,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,mp_native,precision,0.36111480643873883,0.3530847650106382,0.3676730741082311,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,mp_native,recall,0.36111480643873883,0.3530847650106382,0.3676730741082311,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,mp_native,balanced_accuracy,0.4599252536351364,0.4562669815586909,0.4637957553185665,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,mp_native,auroc,0.4663785149428588,0.46137442358330294,0.47066023363849974,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,mp_native,auprc,0.386028293860766,0.3785150813355059,0.39113867463875673,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alexmp20_native,f1,0.31781954887218045,0.306526015732367,0.3254743538333826,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alexmp20_native,precision,0.31781954887218045,0.306526015732367,0.3254743538333826,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alexmp20_native,recall,0.31781954887218045,0.306526015732367,0.3254743538333826,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alexmp20_native,balanced_accuracy,0.46587543547179083,0.46090072241370045,0.47063129458299086,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alexmp20_native,auroc,0.47649618493278,0.4702545048949935,0.4818901229219824,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alexmp20_native,auprc,0.3423696989798331,0.3360261511809669,0.3472606162055968,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alex_pbe_native,f1,0.28901116951379763,0.2829150789752998,0.2955009065528697,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alex_pbe_native,precision,0.28901116951379763,0.2829150789752998,0.2955009065528697,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alex_pbe_native,recall,0.28901116951379763,0.2829150789752998,0.2955009065528697,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alex_pbe_native,balanced_accuracy,0.4687289350107059,0.4637482422252508,0.47409423182594784,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alex_pbe_native,auroc,0.48128657857347734,0.4745913830063854,0.48743871915793696,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,alex_pbe_native,auprc,0.3147672985817327,0.3092860087267529,0.3199469909461237,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,common_pool,f1,0.48459298798980954,0.47621484609322623,0.49180048623954936,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,common_pool,precision,0.48459298798980954,0.47621484609322623,0.49180048623954936,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,common_pool,recall,0.48459298798980954,0.47621484609322623,0.49180048623954936,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,common_pool,balanced_accuracy,0.4661688454832708,0.46120089362686145,0.4705951086460246,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,common_pool,auroc,0.47714848087546924,0.47013290606639874,0.482809996587532,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,common_pool,auprc,0.5011589083844536,0.492470677618783,0.5099647395426326,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,CHGNet,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,CHGNet,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,CHGNet,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,CHGNet,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,CHGNet,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,CHGNet,consensus,f1,0.33846316011384,0.3328335466838969,0.3461488229270818,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,consensus,precision,0.33846316011384,0.3328335466838969,0.3461488229270818,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,consensus,recall,0.33846316011384,0.3328335466838969,0.3461488229270818,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,consensus,balanced_accuracy,0.46178793624122616,0.4570442102829517,0.4664806193919385,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,consensus,auroc,0.47316068878310924,0.46713906572473646,0.47909184390943904,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,consensus,auprc,0.3652564747342638,0.36082053461074587,0.37195336485231806,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,uncertain,f1,0.3105768441782227,0.30307001035782705,0.3174124645452338,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,uncertain,precision,0.3105768441782227,0.30307001035782705,0.3174124645452338,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,uncertain,recall,0.3105768441782227,0.30307001035782705,0.3174124645452338,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,uncertain,balanced_accuracy,0.484613196607678,0.47947309873131416,0.4882231684975679,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,uncertain,auroc,0.4793019966362194,0.47195834814249543,0.4826835342627559,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,uncertain,auprc,0.3219519754434177,0.3147349705712817,0.3260318226185221,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,audit_view,f1,0.2232528723516391,0.21511214907752657,0.23131796533875562,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,audit_view,precision,0.2232528723516391,0.21511214907752657,0.23131796533875562,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,audit_view,recall,0.2232528723516391,0.21511214907752657,0.23131796533875562,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,audit_view,balanced_accuracy,0.47673224272191317,0.47268517508288876,0.481417787620038,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,audit_view,auroc,0.487977057724826,0.48395494387749405,0.4957913233686179,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,CHGNet,audit_view,auprc,0.24775629953573888,0.24180144579112625,0.25469957442003754,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,mp_native,f1,0.3737528269256352,0.3678321504127097,0.3815134562126544,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,mp_native,precision,0.3737528269256352,0.3678321504127097,0.3815134562126544,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,mp_native,recall,0.3737528269256352,0.3678321504127097,0.3815134562126544,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,mp_native,balanced_accuracy,0.47061860383400467,0.46550616314259613,0.47432973260648204,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,mp_native,auroc,0.4806903353990174,0.4754620183074984,0.484247016690849,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,mp_native,auprc,0.3982855260120711,0.3916682291581362,0.40341278630379607,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alexmp20_native,f1,0.3357894736842105,0.3284469737452723,0.3417217073576206,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alexmp20_native,precision,0.3357894736842105,0.3284469737452723,0.3417217073576206,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alexmp20_native,recall,0.3357894736842105,0.3284469737452723,0.3417217073576206,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alexmp20_native,balanced_accuracy,0.47995328505076834,0.4758519266522775,0.48459200150214454,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alexmp20_native,auroc,0.48952281296808525,0.4837475278477479,0.4960559041435691,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alexmp20_native,auprc,0.35203972576808107,0.3464042445408051,0.3585874679449272,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alex_pbe_native,f1,0.30609395532194483,0.2990556065903979,0.3120006255939622,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alex_pbe_native,precision,0.30609395532194483,0.2990556065903979,0.3120006255939622,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alex_pbe_native,recall,0.30609395532194483,0.2990556065903979,0.3120006255939622,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alex_pbe_native,balanced_accuracy,0.4815006445171407,0.4766118638550471,0.48510261475846717,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alex_pbe_native,auroc,0.49262126657903416,0.488721019314387,0.4980933633021596,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,alex_pbe_native,auprc,0.32331305018797435,0.31743278511851547,0.32891625548977016,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,common_pool,f1,0.4907800558049254,0.48283903779331444,0.49787034619581494,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,common_pool,precision,0.4907800558049254,0.48283903779331444,0.49787034619581494,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,common_pool,recall,0.4907800558049254,0.48283903779331444,0.49787034619581494,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,common_pool,balanced_accuracy,0.4725948111610576,0.4680889538097204,0.4770303440316856,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,common_pool,auroc,0.48624135935746654,0.4815105692266938,0.4915149487903903,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,common_pool,auprc,0.5101838003090617,0.5031533955683499,0.5179654108007107,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,M3GNet,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,M3GNet,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,M3GNet,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,M3GNet,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,M3GNet,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,M3GNet,consensus,f1,0.3542742700537578,0.34638309268707485,0.35955935135976036,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,consensus,precision,0.3542742700537578,0.34638309268707485,0.35955935135976036,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,consensus,recall,0.3542742700537578,0.34638309268707485,0.35955935135976036,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,consensus,balanced_accuracy,0.47466489811519197,0.46878675116575924,0.47898533201108134,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,consensus,auroc,0.48693090037707537,0.4808807096931613,0.492297003846263,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,consensus,auprc,0.37740592849345683,0.3715398226391579,0.38404686513619724,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,uncertain,f1,0.31336670222368096,0.3074662371993884,0.3230191936793565,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,uncertain,precision,0.31336670222368096,0.3074662371993884,0.3230191936793565,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,uncertain,recall,0.31336670222368096,0.3074662371993884,0.3230191936793565,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,uncertain,balanced_accuracy,0.48670569521096707,0.48298589235176664,0.4923315978800622,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,uncertain,auroc,0.48171416910767995,0.47574935660640627,0.4884198556816127,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,uncertain,auprc,0.3232277421530846,0.3185372349906068,0.33149084386920785,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,audit_view,f1,0.24043427848634974,0.23355962068558306,0.2471857553396036,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,audit_view,precision,0.24043427848634974,0.23355962068558306,0.2471857553396036,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,audit_view,recall,0.24043427848634974,0.23355962068558306,0.2471857553396036,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,audit_view,balanced_accuracy,0.4883115928400996,0.4837683436924412,0.492642326977396,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,audit_view,auroc,0.49810955504474547,0.4909354733737476,0.5017914473488809,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,M3GNet,audit_view,auprc,0.25546418772278606,0.2501342090188374,0.2601159507406117,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,mp_native,f1,0.37940667819608886,0.371471928401098,0.38559746806813183,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,mp_native,precision,0.37940667819608886,0.371471928401098,0.38559746806813183,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,mp_native,recall,0.37940667819608886,0.371471928401098,0.38559746806813183,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,mp_native,balanced_accuracy,0.4753979366724656,0.4717099796026891,0.4798895822871668,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,mp_native,auroc,0.48718680234394107,0.4821893155375327,0.49253815698033676,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,mp_native,auprc,0.4051540421249722,0.3978703875776224,0.4116535323890295,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alexmp20_native,f1,0.3426315789473684,0.3371111220062051,0.3504379221888055,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alexmp20_native,precision,0.3426315789473684,0.3371111220062051,0.3504379221888055,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alexmp20_native,recall,0.3426315789473684,0.3371111220062051,0.3504379221888055,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alexmp20_native,balanced_accuracy,0.48531034312869226,0.4813288829290703,0.4902717747230667,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alexmp20_native,auroc,0.49647532316878484,0.49185183893761886,0.5021511026791712,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alexmp20_native,auprc,0.3592279428030877,0.3539237826678903,0.36457094893776165,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alex_pbe_native,f1,0.31521024967148487,0.3096889316287922,0.3223237156182922,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alex_pbe_native,precision,0.31521024967148487,0.3096889316287922,0.3223237156182922,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alex_pbe_native,recall,0.31521024967148487,0.3096889316287922,0.3223237156182922,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alex_pbe_native,balanced_accuracy,0.48831250727706466,0.4847620445402126,0.4937911767083366,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alex_pbe_native,auroc,0.4990543584587852,0.4945850193829331,0.5054363696312624,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,alex_pbe_native,auprc,0.3285882214703185,0.32461589877829083,0.33466469243946434,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,common_pool,f1,0.49751304136843383,0.4899879507582743,0.5051276708265082,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,common_pool,precision,0.49751304136843383,0.4899879507582743,0.5051276708265082,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,common_pool,recall,0.49751304136843383,0.4899879507582743,0.5051276708265082,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,common_pool,balanced_accuracy,0.4795682448669686,0.4728886502744744,0.485303179246014,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,common_pool,auroc,0.49554978462142807,0.48932581679210896,0.5028490215019609,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,common_pool,auprc,0.5182961027178061,0.5122055307132467,0.5260973748437701,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MACE-MP,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MACE-MP,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MACE-MP,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MACE-MP,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MACE-MP,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MACE-MP,consensus,f1,0.36217982502371665,0.35139339716564155,0.3683701195695173,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,consensus,precision,0.36217982502371665,0.35139339716564155,0.3683701195695173,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,consensus,recall,0.36217982502371665,0.35139339716564155,0.3683701195695173,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,consensus,balanced_accuracy,0.4810965227709805,0.47378609938304656,0.4853410602010199,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,consensus,auroc,0.49759783587627526,0.4896344776937687,0.5021746490508266,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,consensus,auprc,0.38636983239392975,0.3777742219043591,0.3913654716812476,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,uncertain,f1,0.3164847788627226,0.30966333976561244,0.3265088495137521,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,uncertain,precision,0.3164847788627226,0.30966333976561244,0.3265088495137521,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,uncertain,recall,0.3164847788627226,0.30966333976561244,0.3265088495137521,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,uncertain,balanced_accuracy,0.4890366205912232,0.4844580338970607,0.49327618933784523,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,uncertain,auroc,0.4831995649220195,0.4770453537347724,0.4873007439689281,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,uncertain,auprc,0.324247917183357,0.3192304674449324,0.3300424152094729,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,audit_view,f1,0.25466427743227577,0.24776058966299058,0.2609591855848987,40,deterministic_row_resampling_phase2_v1,ok
