cluster,threshold_meV_per_atom,endpoint,K,model,winner_frequency,winner_equivalent_replicates,bootstrap_replicates
reduced_formula,25,mp_source_coordinate,100,MACE-MP,0.26558333333333334,265.5833333333333,1000
reduced_formula,25,mp_source_coordinate,300,ALIGNN-FF,0.13341666666666666,133.41666666666666,1000
reduced_formula,25,mp_source_coordinate,300,CHGNet,0.11158333333333333,111.58333333333333,1000
reduced_formula,25,mp_source_coordinate,300,M3GNet,0.71825,718.25,1000
reduced_formula,25,mp_source_coordinate,300,MACE-MP,0.03675,36.75,1000
reduced_formula,25,mp_source_coordinate,500,ALIGNN-FF,0.09733333333333333,97.33333333333333,1000
reduced_formula,25,mp_source_coordinate,500,CHGNet,0.01983333333333333,19.833333333333332,1000
reduced_formula,25,mp_source_coordinate,500,M3GNet,0.7716666666666666,771.6666666666666,1000
reduced_formula,25,mp_source_coordinate,500,MACE-MP,0.11116666666666668,111.16666666666667,1000
reduced_formula,25,mp_source_coordinate,1000,ALIGNN-FF,0.0005,0.5,1000
reduced_formula,25,mp_source_coordinate,1000,CHGNet,0.002833333333333333,2.833333333333333,1000
reduced_formula,25,mp_source_coordinate,1000,M3GNet,0.3258333333333333,325.8333333333333,1000
reduced_formula,25,mp_source_coordinate,1000,MACE-MP,0.6708333333333334,670.8333333333334,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,CHGNet,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,M3GNet,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.25,250.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.00025,0.25,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.4779166666666667,477.9166666666667,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.4659166666666667,465.9166666666667,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.05591666666666666,55.916666666666664,1000
reduced_formula,50,alex_pbe_source_coordinate,100,ALIGNN-FF,0.2713333333333333,271.3333333333333,1000
reduced_formula,50,alex_pbe_source_coordinate,100,CHGNet,0.1685,168.5,1000
reduced_formula,50,alex_pbe_source_coordinate,100,M3GNet,0.185,185.0,1000
reduced_formula,50,alex_pbe_source_coordinate,100,MACE-MP,0.3751666666666667,375.1666666666667,1000
reduced_formula,50,alex_pbe_source_coordinate,300,ALIGNN-FF,0.0165,16.5,1000
reduced_formula,50,alex_pbe_source_coordinate,300,CHGNet,0.035166666666666666,35.166666666666664,1000
reduced_formula,50,alex_pbe_source_coordinate,300,M3GNet,0.8641666666666666,864.1666666666666,1000
reduced_formula,50,alex_pbe_source_coordinate,300,MACE-MP,0.08416666666666667,84.16666666666667,1000
reduced_formula,50,alex_pbe_source_coordinate,500,ALIGNN-FF,0.0003333333333333333,0.3333333333333333,1000
reduced_formula,50,alex_pbe_source_coordinate,500,CHGNet,0.029166666666666667,29.166666666666668,1000
reduced_formula,50,alex_pbe_source_coordinate,500,M3GNet,0.941,941.0,1000
reduced_formula,50,alex_pbe_source_coordinate,500,MACE-MP,0.0295,29.5,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,CHGNet,0.003333333333333333,3.333333333333333,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,M3GNet,0.3043333333333333,304.3333333333333,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,MACE-MP,0.6923333333333334,692.3333333333334,1000
reduced_formula,50,alexmp20_source_coordinate,100,ALIGNN-FF,0.3889166666666667,388.9166666666667,1000
reduced_formula,50,alexmp20_source_coordinate,100,CHGNet,0.18858333333333335,188.58333333333334,1000
reduced_formula,50,alexmp20_source_coordinate,100,M3GNet,0.14575,145.75,1000
reduced_formula,50,alexmp20_source_coordinate,100,MACE-MP,0.27675,276.75,1000
reduced_formula,50,alexmp20_source_coordinate,300,ALIGNN-FF,0.012333333333333332,12.333333333333332,1000
reduced_formula,50,alexmp20_source_coordinate,300,CHGNet,0.03966666666666666,39.666666666666664,1000
reduced_formula,50,alexmp20_source_coordinate,300,M3GNet,0.7871666666666667,787.1666666666666,1000
reduced_formula,50,alexmp20_source_coordinate,300,MACE-MP,0.16083333333333336,160.83333333333334,1000
reduced_formula,50,alexmp20_source_coordinate,500,ALIGNN-FF,0.12158333333333333,121.58333333333333,1000
reduced_formula,50,alexmp20_source_coordinate,500,CHGNet,0.28375,283.75,1000
reduced_formula,50,alexmp20_source_coordinate,500,M3GNet,0.3535833333333333,353.5833333333333,1000
reduced_formula,50,alexmp20_source_coordinate,500,MACE-MP,0.24108333333333334,241.08333333333334,1000
reduced_formula,50,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,50,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,50,alexmp20_source_coordinate,1000,M3GNet,0.566,566.0,1000
reduced_formula,50,alexmp20_source_coordinate,1000,MACE-MP,0.434,434.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
reduced_formula,50,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2559166666666667,255.91666666666666,1000
reduced_formula,50,mp_matched_pool_coordinate,500,CHGNet,0.2559166666666667,255.91666666666666,1000
reduced_formula,50,mp_matched_pool_coordinate,500,M3GNet,0.23941666666666667,239.41666666666666,1000
reduced_formula,50,mp_matched_pool_coordinate,500,MACE-MP,0.24875,248.75,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,CHGNet,0.4961666666666667,496.1666666666667,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,M3GNet,0.4821666666666667,482.1666666666667,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,MACE-MP,0.021666666666666664,21.666666666666664,1000
reduced_formula,50,mp_source_coordinate,100,ALIGNN-FF,0.06808333333333333,68.08333333333333,1000
reduced_formula,50,mp_source_coordinate,100,CHGNet,0.17041666666666666,170.41666666666666,1000
reduced_formula,50,mp_source_coordinate,100,M3GNet,0.19608333333333333,196.08333333333334,1000
reduced_formula,50,mp_source_coordinate,100,MACE-MP,0.5654166666666667,565.4166666666666,1000
reduced_formula,50,mp_source_coordinate,300,ALIGNN-FF,0.08875,88.75,1000
reduced_formula,50,mp_source_coordinate,300,CHGNet,0.04541666666666667,45.416666666666664,1000
reduced_formula,50,mp_source_coordinate,300,M3GNet,0.8330833333333334,833.0833333333334,1000
reduced_formula,50,mp_source_coordinate,300,MACE-MP,0.03275,32.75,1000
reduced_formula,50,mp_source_coordinate,500,ALIGNN-FF,0.19791666666666666,197.91666666666666,1000
reduced_formula,50,mp_source_coordinate,500,CHGNet,0.2775833333333333,277.5833333333333,1000
reduced_formula,50,mp_source_coordinate,500,M3GNet,0.5079166666666667,507.9166666666667,1000
reduced_formula,50,mp_source_coordinate,500,MACE-MP,0.016583333333333332,16.583333333333332,1000
reduced_formula,50,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,50,mp_source_coordinate,1000,CHGNet,0.009666666666666665,9.666666666666666,1000
reduced_formula,50,mp_source_coordinate,1000,M3GNet,0.3606666666666667,360.6666666666667,1000
reduced_formula,50,mp_source_coordinate,1000,MACE-MP,0.6296666666666666,629.6666666666666,1000
