pipeline_name,label_view,K,K_effective,evaluable_n,stable_yield,uncertain_fraction,unmatched_fraction
CHGNet_screened_public_hull_top5000,audit_view,500,500,433,0.2678983833718245,0.3510392609699769,0.134
CHGNet_screened_public_hull_top5000,audit_view,1000,1000,884,0.2895927601809955,0.3665158371040724,0.11599999999999999
CHGNet_screened_public_hull_top5000,audit_view,5000,5000,4291,0.2596131437893265,0.33442088091353994,0.14180000000000004
CHGNet_screened_public_hull_top5000,audit_view,10000,5000,4291,0.2596131437893265,0.33442088091353994,0.14180000000000004
CHGNet_screened_public_hull_top5000,common_pool,100,100,54,0.5370370370370371,0.0,0.31000000000000005
CHGNet_screened_public_hull_top5000,common_pool,300,300,213,0.4835680751173709,0.0,0.16333333333333333
CHGNet_screened_public_hull_top5000,common_pool,500,500,369,0.5338753387533876,0.0,0.134
CHGNet_screened_public_hull_top5000,common_pool,1000,1000,732,0.5669398907103825,0.0,0.11599999999999999
CHGNet_screened_public_hull_top5000,common_pool,5000,5000,3735,0.5247657295850067,0.0,0.14180000000000004
CHGNet_screened_public_hull_top5000,common_pool,10000,5000,3735,0.5247657295850067,0.0,0.14180000000000004
CHGNet_screened_public_hull_top5000,consensus,100,100,35,0.37142857142857144,0.0,0.31000000000000005
CHGNet_screened_public_hull_top5000,consensus,300,300,161,0.34782608695652173,0.0,0.16333333333333333
CHGNet_screened_public_hull_top5000,consensus,500,500,281,0.4128113879003559,0.0,0.134
CHGNet_screened_public_hull_top5000,consensus,1000,1000,560,0.45714285714285713,0.0,0.11599999999999999
CHGNet_screened_public_hull_top5000,consensus,5000,5000,2856,0.3900560224089636,0.0,0.14180000000000004
CHGNet_screened_public_hull_top5000,consensus,10000,5000,2856,0.3900560224089636,0.0,0.14180000000000004
CHGNet_screened_public_hull_top5000,mp_native,100,100,69,0.34782608695652173,0.0,0.31000000000000005
CHGNet_screened_public_hull_top5000,mp_native,300,300,251,0.3745019920318725,0.0,0.16333333333333333
CHGNet_screened_public_hull_top5000,mp_native,500,500,433,0.43648960739030024,0.0,0.134
CHGNet_screened_public_hull_top5000,mp_native,1000,1000,884,0.4638009049773756,0.0,0.11599999999999999
CHGNet_screened_public_hull_top5000,mp_native,5000,5000,4291,0.4061990212071778,0.0,0.14180000000000004
CHGNet_screened_public_hull_top5000,mp_native,10000,5000,4291,0.4061990212071778,0.0,0.14180000000000004
CHGNet_screened_public_hull_top5000,source_union,100,100,0,,,0.31000000000000005
CHGNet_screened_public_hull_top5000,source_union,300,300,0,,,0.16333333333333333
CHGNet_screened_public_hull_top5000,source_union,500,500,0,,,0.134
CHGNet_screened_public_hull_top5000,source_union,1000,1000,0,,,0.11599999999999999
CHGNet_screened_public_hull_top5000,source_union,5000,5000,0,,,0.14180000000000004
CHGNet_screened_public_hull_top5000,source_union,10000,5000,0,,,0.14180000000000004
CHGNet_screened_public_hull_top5000,uncertain,100,100,69,0.4927536231884058,0.4927536231884058,0.31000000000000005
CHGNet_screened_public_hull_top5000,uncertain,300,300,251,0.35856573705179284,0.35856573705179284,0.16333333333333333
CHGNet_screened_public_hull_top5000,uncertain,500,500,433,0.3510392609699769,0.3510392609699769,0.134
CHGNet_screened_public_hull_top5000,uncertain,1000,1000,884,0.3665158371040724,0.3665158371040724,0.11599999999999999
CHGNet_screened_public_hull_top5000,uncertain,5000,5000,4291,0.33442088091353994,0.33442088091353994,0.14180000000000004
CHGNet_screened_public_hull_top5000,uncertain,10000,5000,4291,0.33442088091353994,0.33442088091353994,0.14180000000000004
MatterGen_hf_base_smoke_unconditional,alex_pbe_native,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alex_pbe_native,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alex_pbe_native,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alex_pbe_native,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alex_pbe_native,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alex_pbe_native,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alexmp20_native,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alexmp20_native,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alexmp20_native,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alexmp20_native,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alexmp20_native,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,alexmp20_native,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,all_source_native,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,all_source_native,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,all_source_native,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,all_source_native,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,all_source_native,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,all_source_native,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,audit_view,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,audit_view,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,audit_view,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,audit_view,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,audit_view,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,audit_view,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,common_pool,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,common_pool,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,common_pool,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,common_pool,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,common_pool,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,common_pool,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,consensus,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,consensus,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,consensus,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,consensus,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,consensus,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,consensus,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,mp_native,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,mp_native,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,mp_native,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,mp_native,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,mp_native,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,mp_native,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,source_union,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,source_union,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,source_union,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,source_union,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,source_union,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,source_union,10000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,uncertain,100,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,uncertain,300,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,uncertain,500,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,uncertain,1000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,uncertain,5000,2,0,,,1.0
MatterGen_hf_base_smoke_unconditional,uncertain,10000,2,0,,,1.0
PGCGM_public_safe_generated_pool,alex_pbe_native,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,alex_pbe_native,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,alex_pbe_native,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,alex_pbe_native,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,alex_pbe_native,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,alex_pbe_native,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,alexmp20_native,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,alexmp20_native,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,alexmp20_native,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,alexmp20_native,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,alexmp20_native,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,alexmp20_native,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,all_source_native,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,all_source_native,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,all_source_native,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,all_source_native,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,all_source_native,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,all_source_native,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,audit_view,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,audit_view,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,audit_view,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,audit_view,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,audit_view,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,audit_view,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,common_pool,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,common_pool,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,common_pool,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,common_pool,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,common_pool,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,common_pool,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,consensus,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,consensus,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,consensus,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,consensus,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,consensus,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,consensus,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,mp_native,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,mp_native,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,mp_native,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,mp_native,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,mp_native,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,mp_native,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,source_union,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,source_union,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,source_union,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,source_union,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,source_union,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,source_union,10000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,uncertain,100,100,0,,,1.0
PGCGM_public_safe_generated_pool,uncertain,300,300,0,,,1.0
PGCGM_public_safe_generated_pool,uncertain,500,500,0,,,1.0
PGCGM_public_safe_generated_pool,uncertain,1000,1000,0,,,1.0
PGCGM_public_safe_generated_pool,uncertain,5000,3000,0,,,1.0
PGCGM_public_safe_generated_pool,uncertain,10000,3000,0,,,1.0
